Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
TA,Live animals,234,Uruguay,5908,Export Quantity,1034,Pigs,1968,1968,Head,0,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1034,Pigs,1968,1968,Head,6,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1034,Pigs,1968,1968,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1034,Pigs,1968,1968,Head,69,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1034,Pigs,1968,1968,Head,19,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,1034,Pigs,1968,1968,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1034,Pigs,1968,1968,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1034,Pigs,1968,1968,Head,0,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1016,Goats,1968,1968,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1016,Goats,1968,1968,Head,,M,Data not available
TA,Live animals,234,Uruguay,5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1016,Goats,1968,1968,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1016,Goats,1968,1968,Head,,M,Data not available
TA,Live animals,9,Argentina,5908,Export Quantity,976,Sheep,1968,1968,Head,144008,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,976,Sheep,1968,1968,Head,151,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,976,Sheep,1968,1968,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,976,Sheep,1968,1968,Head,140,*,Unofficial figure
TA,Live animals,44,Colombia,5908,Export Quantity,976,Sheep,1968,1968,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1096,Horses,1969,1969,Head,77,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,1096,Horses,1969,1969,Head,240,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1096,Horses,1969,1969,Head,280,*,Unofficial figure
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1096,Horses,1969,1969,Head,238,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1096,Horses,1969,1969,Head,26,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1096,Horses,1969,1969,Head,111,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1096,Horses,1969,1969,Head,148,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1096,Horses,1969,1969,Head,750,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1096,Horses,1969,1969,Head,24,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,1096,Horses,1969,1969,Head,349,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,1096,Horses,1969,1969,Head,0,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1096,Horses,1969,1969,Head,195,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1096,Horses,1969,1969,Head,998,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1126,Camels,1969,1969,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1126,Camels,1969,1969,Head,,M,Data not available
TA,Live animals,170,Peru,5908,Export Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,44,Colombia,5608,Import Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,9,Argentina,5908,Export Quantity,1157,"Camelids, other",1969,1969,Head,,M,Data not available
TA,Live animals,169,Paraguay,5608,Import Quantity,866,Cattle,1969,1969,Head,1800,*,Unofficial figure
TA,Live animals,169,Paraguay,5908,Export Quantity,866,Cattle,1969,1969,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,866,Cattle,1969,1969,Head,81914,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,866,Cattle,1969,1969,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1969,1969,Head,27000,*,Unofficial figure
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1969,1969,Head,331,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,866,Cattle,1969,1969,Head,17399,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,866,Cattle,1969,1969,Head,13386,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,866,Cattle,1969,1969,Head,48,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,866,Cattle,1969,1969,Head,18266,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,866,Cattle,1969,1969,Head,108662,*,Unofficial figure
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,866,Cattle,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,866,Cattle,1969,1969,Head,136,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,866,Cattle,1969,1969,Head,140000,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,866,Cattle,1969,1969,Head,275,*,Unofficial figure
TA,Live animals,58,Ecuador,5908,Export Quantity,866,Cattle,1969,1969,Head,6100,*,Unofficial figure
TA,Live animals,9,Argentina,5608,Import Quantity,866,Cattle,1969,1969,Head,552,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,866,Cattle,1969,1969,Head,160351,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,976,Sheep,1969,1969,Head,0,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,976,Sheep,1969,1969,Head,,M,Data not available
TA,Live animals,170,Peru,5608,Import Quantity,976,Sheep,1969,1969,Head,7417,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,976,Sheep,1969,1969,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,976,Sheep,1969,1969,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,976,Sheep,1969,1969,Head,26468,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,976,Sheep,1969,1969,Head,39545,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,976,Sheep,1969,1969,Head,108,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,976,Sheep,1969,1969,Head,46900,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,976,Sheep,1969,1969,Head,35,*,Unofficial figure
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,976,Sheep,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,976,Sheep,1969,1969,Head,15072,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1016,Goats,1969,1969,Head,,M,Data not available
TA,Live animals,170,Peru,5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1016,Goats,1969,1969,Head,,M,Data not available
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1016,Goats,1969,1969,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1016,Goats,1969,1969,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1034,Pigs,1969,1969,Head,31,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1034,Pigs,1969,1969,Head,74,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1034,Pigs,1969,1969,Head,77,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1034,Pigs,1969,1969,Head,1394,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,1034,Pigs,1969,1969,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,1034,Pigs,1969,1969,Head,0,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,1034,Pigs,1969,1969,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,1034,Pigs,1969,1969,Head,62,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1034,Pigs,1969,1969,Head,53,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,976,Sheep,1969,1969,Head,0,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,976,Sheep,1969,1969,Head,138,*,Unofficial figure
TA,Live animals,58,Ecuador,5908,Export Quantity,976,Sheep,1969,1969,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,976,Sheep,1969,1969,Head,860,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,976,Sheep,1969,1969,Head,44018,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,866,Cattle,1970,1970,Head,850,*,Unofficial figure
TA,Live animals,9,Argentina,5908,Export Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,44,Colombia,5608,Import Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,170,Peru,5908,Export Quantity,1157,"Camelids, other",1970,1970,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1126,Camels,1970,1970,Head,,M,Data not available
TA,Live animals,21,Brazil,5608,Import Quantity,1126,Camels,1970,1970,Head,,M,Data not available
TA,Live animals,9,Argentina,5908,Export Quantity,1096,Horses,1970,1970,Head,1872,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1096,Horses,1970,1970,Head,114,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,1096,Horses,1970,1970,Head,0,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1096,Horses,1970,1970,Head,33,F,FAO estimate
TA,Live animals,44,Colombia,5908,Export Quantity,1096,Horses,1970,1970,Head,192,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1096,Horses,1970,1970,Head,43,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1096,Horses,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1096,Horses,1970,1970,Head,937,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1096,Horses,1970,1970,Head,147,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1096,Horses,1970,1970,Head,115,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1096,Horses,1970,1970,Head,54,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1096,Horses,1970,1970,Head,234,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1970,1970,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1096,Horses,1970,1970,Head,240,*,Unofficial figure
TA,Live animals,170,Peru,5908,Export Quantity,1096,Horses,1970,1970,Head,168,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1096,Horses,1970,1970,Head,103,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,1096,Horses,1970,1970,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1096,Horses,1970,1970,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,976,Sheep,1970,1970,Head,470,*,Unofficial figure
TA,Live animals,234,Uruguay,5908,Export Quantity,976,Sheep,1970,1970,Head,128057,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,976,Sheep,1970,1970,Head,24,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,976,Sheep,1970,1970,Head,23025,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,976,Sheep,1970,1970,Head,32250,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,976,Sheep,1970,1970,Head,13239,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,976,Sheep,1970,1970,Head,,M,Data not available
TA,Live animals,169,Paraguay,5608,Import Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,866,Cattle,1970,1970,Head,103745,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,866,Cattle,1970,1970,Head,533,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,866,Cattle,1970,1970,Head,4886,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,866,Cattle,1970,1970,Head,200,F,FAO estimate
TA,Live animals,44,Colombia,5908,Export Quantity,866,Cattle,1970,1970,Head,190000,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,866,Cattle,1970,1970,Head,155,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,866,Cattle,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,866,Cattle,1970,1970,Head,102411,F,FAO estimate
TA,Live animals,234,Uruguay,5908,Export Quantity,866,Cattle,1970,1970,Head,13024,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,866,Cattle,1970,1970,Head,108,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,866,Cattle,1970,1970,Head,3947,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,866,Cattle,1970,1970,Head,19948,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1970,1970,Head,41200,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1970,1970,Head,1400,*,Unofficial figure
TA,Live animals,170,Peru,5908,Export Quantity,866,Cattle,1970,1970,Head,14,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,866,Cattle,1970,1970,Head,101506,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,866,Cattle,1970,1970,Head,0,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1034,Pigs,1970,1970,Head,11,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1034,Pigs,1970,1970,Head,46,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,1034,Pigs,1970,1970,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,1034,Pigs,1970,1970,Head,,M,Data not available
TA,Live animals,44,Colombia,5608,Import Quantity,1034,Pigs,1970,1970,Head,47,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1034,Pigs,1970,1970,Head,1301,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1034,Pigs,1970,1970,Head,15,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1034,Pigs,1970,1970,Head,18,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1034,Pigs,1970,1970,Head,256,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1034,Pigs,1970,1970,Head,48,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1034,Pigs,1970,1970,Head,0,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1016,Goats,1970,1970,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1016,Goats,1970,1970,Head,420,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1016,Goats,1970,1970,Head,3,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1016,Goats,1970,1970,Head,,M,Data not available
TA,Live animals,234,Uruguay,5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1016,Goats,1970,1970,Head,0,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1016,Goats,1970,1970,Head,,M,Data not available
TA,Live animals,9,Argentina,5908,Export Quantity,976,Sheep,1970,1970,Head,59548,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,976,Sheep,1970,1970,Head,1229,,Official data
TA,Live animals,58,Ecuador,5908,Export Quantity,976,Sheep,1970,1970,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,976,Sheep,1970,1970,Head,0,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,976,Sheep,1970,1970,Head,2170,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,1096,Horses,1971,1971,Head,241,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1096,Horses,1971,1971,Head,185,*,Unofficial figure
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1096,Horses,1971,1971,Head,473,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,1096,Horses,1971,1971,Head,31,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,1096,Horses,1971,1971,Head,28,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,1096,Horses,1971,1971,Head,151,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,1096,Horses,1971,1971,Head,1083,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,1096,Horses,1971,1971,Head,13,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,1096,Horses,1971,1971,Head,250,,Official data
TA,Live animals,58,Ecuador,5608,Import Quantity,1096,Horses,1971,1971,Head,20,*,Unofficial figure
TA,Live animals,58,Ecuador,5908,Export Quantity,1096,Horses,1971,1971,Head,0,,Official data
TA,Live animals,9,Argentina,5608,Import Quantity,1096,Horses,1971,1971,Head,57,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,1096,Horses,1971,1971,Head,1050,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,1126,Camels,1971,1971,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1126,Camels,1971,1971,Head,,M,Data not available
TA,Live animals,170,Peru,5908,Export Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,44,Colombia,5608,Import Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,44,Colombia,5908,Export Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,58,Ecuador,5608,Import Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,9,Argentina,5608,Import Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,9,Argentina,5908,Export Quantity,1157,"Camelids, other",1971,1971,Head,,M,Data not available
TA,Live animals,169,Paraguay,5608,Import Quantity,866,Cattle,1971,1971,Head,750,*,Unofficial figure
TA,Live animals,169,Paraguay,5908,Export Quantity,866,Cattle,1971,1971,Head,0,,Official data
TA,Live animals,170,Peru,5608,Import Quantity,866,Cattle,1971,1971,Head,76419,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,866,Cattle,1971,1971,Head,12,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1971,1971,Head,25356,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1971,1971,Head,78860,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,866,Cattle,1971,1971,Head,10567,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,866,Cattle,1971,1971,Head,2022,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,866,Cattle,1971,1971,Head,46,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,866,Cattle,1971,1971,Head,17300,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,866,Cattle,1971,1971,Head,100819,F,FAO estimate
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,866,Cattle,1971,1971,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,866,Cattle,1971,1971,Head,100,,Official data
TA,Live animals,44,Colombia,5908,Export Quantity,866,Cattle,1971,1971,Head,200000,F,FAO estimate
TA,Live animals,58,Ecuador,5608,Import Quantity,866,Cattle,1971,1971,Head,230,F,FAO estimate
TA,Live animals,58,Ecuador,5908,Export Quantity,866,Cattle,1971,1971,Head,4000,*,Unofficial figure
TA,Live animals,9,Argentina,5608,Import Quantity,866,Cattle,1971,1971,Head,8530,,Official data
TA,Live animals,9,Argentina,5908,Export Quantity,866,Cattle,1971,1971,Head,55092,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,976,Sheep,1971,1971,Head,0,,Official data
TA,Live animals,169,Paraguay,5908,Export Quantity,976,Sheep,1971,1971,Head,,M,Data not available
TA,Live animals,170,Peru,5608,Import Quantity,976,Sheep,1971,1971,Head,0,,Official data
TA,Live animals,170,Peru,5908,Export Quantity,976,Sheep,1971,1971,Head,0,,Official data
TA,Live animals,19,Bolivia (Plurinational State of),5608,Import Quantity,976,Sheep,1971,1971,Head,0,,Official data
TA,Live animals,21,Brazil,5608,Import Quantity,976,Sheep,1971,1971,Head,8683,,Official data
TA,Live animals,21,Brazil,5908,Export Quantity,976,Sheep,1971,1971,Head,9737,,Official data
TA,Live animals,234,Uruguay,5608,Import Quantity,976,Sheep,1971,1971,Head,18,,Official data
TA,Live animals,234,Uruguay,5908,Export Quantity,976,Sheep,1971,1971,Head,84700,,Official data
TA,Live animals,236,Venezuela (Bolivarian Republic of),5608,Import Quantity,976,Sheep,1971,1971,Head,140,*,Unofficial figure
TA,Live animals,236,Venezuela (Bolivarian Republic of),5908,Export Quantity,976,Sheep,1971,1971,Head,0,,Official data
TA,Live animals,44,Colombia,5608,Import Quantity,976,Sheep,1971,1971,Head,25,,Official data
TA,Live animals,169,Paraguay,5608,Import Quantity,1016,Goats,1971,1971,Head,,M,Data not available
TA,Live animals,170,Peru,5608,Import Quantity,1016,Goats,1971,1971,Head,0,,Official data
