Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1096,Horses,2009,2009,Head,55,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1096,Horses,2010,2010,Head,34,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1096,Horses,2011,2011,Head,26,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1096,Horses,2012,2012,Head,17,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1096,Horses,2013,2013,Head,50,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,1034,Pigs,1988,1988,Head,13,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1989,1989,Head,11,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1991,1991,Head,298,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1992,1992,Head,1675,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1993,1993,Head,1189,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1998,1998,Head,59,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,1999,1999,Head,174,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2001,2001,Head,539,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2002,2002,Head,582,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2003,2003,Head,182,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2004,2004,Head,307,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2005,2005,Head,248,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2007,2007,Head,993,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2008,2008,Head,838,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2009,2009,Head,816,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2010,2010,Head,747,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2011,2011,Head,4219,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2012,2012,Head,1766,*,Unofficial figure
TM,Detailed trade matrix,21,Brazil,9,Argentina,5908,Export Quantity,1034,Pigs,2013,2013,Head,3288,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1986,1986,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1988,1988,Head,211,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1990,1990,Head,666,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1991,1991,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1992,1992,Head,10,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,1994,1994,Head,0,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,2011,2011,Head,69,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,2012,2012,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,9,Argentina,5608,Import Quantity,976,Sheep,2013,2013,Head,156,*,Unofficial figure
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1986,1986,Head,26456,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1987,1987,Head,16550,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1988,1988,Head,520,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1990,1990,Head,79602,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1991,1991,Head,15358,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1992,1992,Head,1500,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1993,1993,Head,860,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1994,1994,Head,1770,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1995,1995,Head,1508,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1996,1996,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1997,1997,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1998,1998,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,1999,1999,Head,2,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5608,Import Quantity,866,Cattle,2000,2000,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1986,1986,Head,128,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1988,1988,Head,151,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1989,1989,Head,460,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1990,1990,Head,45,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1992,1992,Head,121,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1993,1993,Head,540,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1994,1994,Head,108,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1995,1995,Head,1199,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1996,1996,Head,27,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1997,1997,Head,163,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1998,1998,Head,2927,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,1999,1999,Head,6444,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2000,2000,Head,241,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2001,2001,Head,198,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2002,2002,Head,34,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2004,2004,Head,114,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2005,2005,Head,6,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2007,2007,Head,792,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2008,2008,Head,1247,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,866,Cattle,2012,2012,Head,18,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1016,Goats,1999,1999,Head,20,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1986,1986,Head,18,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1988,1988,Head,41,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1989,1989,Head,35,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1994,1994,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1996,1996,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,1999,1999,Head,14,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1096,Horses,2005,2005,Head,17,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2002,2002,Head,15,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2006,2006,Head,233,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2007,2007,Head,896,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2008,2008,Head,213,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2009,2009,Head,537,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2010,2010,Head,198,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2011,2011,Head,177,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2012,2012,Head,306,,Official data
TM,Detailed trade matrix,21,Brazil,19,Bolivia (Plurinational State of),5908,Export Quantity,1034,Pigs,2013,2013,Head,372,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2002,2002,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2003,2003,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2004,2004,Head,2,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2005,2005,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2006,2006,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2007,2007,Head,11,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2008,2008,Head,21,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2009,2009,Head,30,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2010,2010,Head,13,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2011,2011,Head,34,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2012,2012,Head,15,,Official data
TM,Detailed trade matrix,21,Brazil,21,Brazil,5608,Import Quantity,1096,Horses,2013,2013,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1126,Camels,2013,2013,Head,79,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,866,Cattle,1997,1997,Head,22,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1016,Goats,2002,2002,Head,150,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1016,Goats,2003,2003,Head,40,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1016,Goats,2004,2004,Head,10,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1986,1986,Head,32,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1987,1987,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1988,1988,Head,31,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1990,1990,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1991,1991,Head,28,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1992,1992,Head,13,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1994,1994,Head,36,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1995,1995,Head,14,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1996,1996,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,1999,1999,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2001,2001,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2002,2002,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2003,2003,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2004,2004,Head,41,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2005,2005,Head,80,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2006,2006,Head,125,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2007,2007,Head,166,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2008,2008,Head,105,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2009,2009,Head,104,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2010,2010,Head,18,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2011,2011,Head,89,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,1096,Horses,2013,2013,Head,2,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1988,1988,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1990,1990,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1991,1991,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1992,1992,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1993,1993,Head,15,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1994,1994,Head,24,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1995,1995,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1996,1996,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1997,1997,Head,15,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1998,1998,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,1999,1999,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2000,2000,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2001,2001,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2002,2002,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2003,2003,Head,15,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2004,2004,Head,6,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2005,2005,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2006,2006,Head,9,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2007,2007,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2008,2008,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2010,2010,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2011,2011,Head,12,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2012,2012,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1096,Horses,2013,2013,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5908,Export Quantity,1034,Pigs,2008,2008,Head,103,,Official data
TM,Detailed trade matrix,21,Brazil,40,Chile,5608,Import Quantity,976,Sheep,2004,2004,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5608,Import Quantity,866,Cattle,1999,1999,Head,8,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,1993,1993,Head,91,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,1994,1994,Head,259,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,1995,1995,Head,257,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,1996,1996,Head,312,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,1998,1998,Head,273,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,2000,2000,Head,16,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,866,Cattle,2002,2002,Head,755,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5608,Import Quantity,1096,Horses,1992,1992,Head,10,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5608,Import Quantity,1096,Horses,2000,2000,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1992,1992,Head,7,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1993,1993,Head,17,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1994,1994,Head,56,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1997,1997,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1998,1998,Head,10,,Official data
TM,Detailed trade matrix,21,Brazil,44,Colombia,5908,Export Quantity,1096,Horses,1999,1999,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,866,Cattle,1989,1989,Head,60,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,866,Cattle,1991,1991,Head,130,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,866,Cattle,1996,1996,Head,92,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,866,Cattle,2008,2008,Head,64,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,1994,1994,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,1997,1997,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2000,2000,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2001,2001,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2004,2004,Head,16,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2005,2005,Head,6,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2006,2006,Head,9,,Official data
TM,Detailed trade matrix,21,Brazil,58,Ecuador,5908,Export Quantity,1096,Horses,2007,2007,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,946,Buffaloes,1995,1995,Head,60,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,946,Buffaloes,1996,1996,Head,20,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1986,1986,Head,1395,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1987,1987,Head,3483,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1988,1988,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1990,1990,Head,28852,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1991,1991,Head,6985,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1992,1992,Head,10011,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1993,1993,Head,38058,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1994,1994,Head,64320,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1995,1995,Head,48002,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1996,1996,Head,540,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1997,1997,Head,37017,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1998,1998,Head,27946,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,1999,1999,Head,15366,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,2000,2000,Head,36701,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,2002,2002,Head,38428,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,2006,2006,Head,93,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,866,Cattle,2007,2007,Head,167,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1988,1988,Head,5,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1992,1992,Head,11,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1993,1993,Head,116,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1994,1994,Head,25,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1995,1995,Head,11,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1996,1996,Head,3650,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1997,1997,Head,1286,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,1999,1999,Head,20,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2002,2002,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2003,2003,Head,1290,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2004,2004,Head,1235,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2005,2005,Head,1591,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2006,2006,Head,79,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2007,2007,Head,103,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2012,2012,Head,230,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,866,Cattle,2013,2013,Head,693,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1016,Goats,1993,1993,Head,27,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,1096,Horses,2001,2001,Head,10,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,1096,Horses,2003,2003,Head,1,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5608,Import Quantity,1096,Horses,2013,2013,Head,3,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1988,1988,Head,38,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1989,1989,Head,11,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1991,1991,Head,2,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1992,1992,Head,26,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1993,1993,Head,4,,Official data
TM,Detailed trade matrix,21,Brazil,169,Paraguay,5908,Export Quantity,1096,Horses,1994,1994,Head,3,,Official data
