Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2001,2001,Head,51,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2002,2002,Head,21,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2003,2003,Head,15,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2004,2004,Head,27,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2005,2005,Head,27,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2006,2006,Head,53,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2007,2007,Head,75,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2008,2008,Head,85,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2009,2009,Head,39,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2010,2010,Head,26,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2011,2011,Head,24,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2012,2012,Head,17,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5608,Import Quantity,1096,Horses,2013,2013,Head,36,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1987,1987,Head,76,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1988,1988,Head,127,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1989,1989,Head,193,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1990,1990,Head,160,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1991,1991,Head,78,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1992,1992,Head,76,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1993,1993,Head,44,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1994,1994,Head,609,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1995,1995,Head,370,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1996,1996,Head,170,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1997,1997,Head,246,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,1998,1998,Head,486,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2000,2000,Head,113,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2001,2001,Head,131,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2002,2002,Head,164,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2003,2003,Head,85,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2004,2004,Head,150,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2005,2005,Head,128,,Official data
TM,Detailed trade matrix,9,Argentina,21,Brazil,5908,Export Quantity,1096,Horses,2006,2006,Head,132,,Official data
