"from","to","distance","flow","year","popFrom","popTo","year.1"
"Brazil","Peru",2335.42519419623,0,"1992",19955900,11911600,"1992"
"Chile","Peru",2907.26314858048,0,"1992",4688610,11911600,"1992"
"Colombia","Peru",1462.40463082501,0,"1992",2553000,11911600,"1992"
"Ecuador","Peru",970.593580094301,0,"1992",1565000,11911600,"1992"
"Paraguay","Peru",2313.14659568562,0,"1992",365200,11911600,"1992"
"Peru","Peru",0,0,"1992",11911600,11911600,"1992"
"Uruguay","Peru",3235.55515495335,0,"1992",25034000,11911600,"1992"
"Venezuela","Peru",2027.07639181003,0,"1992",377000,11911600,"1992"
"Argentina","Uruguay",886.025785928525,11,"1992",25706000,25034000,"1992"
"Bolivia","Uruguay",1988.1166048493,0,"1992",6380331,25034000,"1992"
"Brazil","Uruguay",2459.62642648411,27,"1992",19955900,25034000,"1992"
"Chile","Uruguay",1425.34334919956,0,"1992",4688610,25034000,"1992"
"Colombia","Uruguay",4461.84126189406,0,"1992",2553000,25034000,"1992"
"Ecuador","Uruguay",4202.77606287468,0,"1992",1565000,25034000,"1992"
"Paraguay","Uruguay",1086.56070082819,0,"1992",365200,25034000,"1992"
"Peru","Uruguay",3235.55515495335,0,"1992",11911600,25034000,"1992"
"Uruguay","Uruguay",0,0,"1992",25034000,25034000,"1992"
"Venezuela","Uruguay",4569.68551328267,0,"1992",377000,25034000,"1992"
"Argentina","Venezuela",4709.22119899415,0,"1992",25706000,377000,"1992"
"Bolivia","Venezuela",2657.95864060761,0,"1992",6380331,377000,"1992"
"Brazil","Venezuela",2467.66256692768,0,"1992",19955900,377000,"1992"
"Chile","Venezuela",4731.36564349597,0,"1992",4688610,377000,"1992"
"Colombia","Venezuela",840.85503052881,144,"1992",2553000,377000,"1992"
"Ecuador","Venezuela",1657.06351856764,0,"1992",1565000,377000,"1992"
"Paraguay","Venezuela",3484.3757151894,0,"1992",365200,377000,"1992"
"Peru","Venezuela",2027.07639181003,0,"1992",11911600,377000,"1992"
"Uruguay","Venezuela",4569.68551328267,0,"1992",25034000,377000,"1992"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1992",377000,377000,"1992"
"Argentina","Argentina",0,0,"1993",18436200,18436200,"1993"
"Bolivia","Argentina",2056.02752105864,0,"1993",6552555,18436200,"1993"
"Brazil","Argentina",2970.62008811255,0,"1993",18008300,18436200,"1993"
"Chile","Argentina",549.236062178285,0,"1993",4628810,18436200,"1993"
"Colombia","Argentina",4428.06221883752,0,"1993",2540000,18436200,"1993"
"Ecuador","Argentina",3999.3326249303,0,"1993",1631000,18436200,"1993"
"Paraguay","Argentina",1481.30586680423,0,"1993",377961,18436200,"1993"
"Peru","Argentina",3042.91337969977,0,"1993",11876500,18436200,"1993"
"Uruguay","Argentina",886.025785928525,2611,"1993",23301000,18436200,"1993"
"Venezuela","Argentina",4709.22119899415,0,"1993",396000,18436200,"1993"
"Argentina","Bolivia",2056.02752105864,0,"1993",18436200,6552555,"1993"
"Bolivia","Bolivia",0,0,"1993",6552555,6552555,"1993"
"Brazil","Bolivia",1406.69570016608,0,"1993",18008300,6552555,"1993"
"Chile","Bolivia",2150.12404536596,0,"1993",4628810,6552555,"1993"
"Colombia","Bolivia",2474.21126193179,0,"1993",2540000,6552555,"1993"
"Ecuador","Bolivia",2272.50983152685,0,"1993",1631000,6552555,"1993"
"Paraguay","Bolivia",978.129744567879,0,"1993",377961,6552555,"1993"
"Peru","Bolivia",1346.81559926284,0,"1993",11876500,6552555,"1993"
"Uruguay","Bolivia",1988.1166048493,0,"1993",23301000,6552555,"1993"
"Venezuela","Bolivia",2657.95864060761,0,"1993",396000,6552555,"1993"
"Argentina","Brazil",2970.62008811255,0,"1993",18436200,18008300,"1993"
"Bolivia","Brazil",1406.69570016608,0,"1993",6552555,18008300,"1993"
"Brazil","Brazil",9.50453877449036e-05,0,"1993",18008300,18008300,"1993"
"Chile","Brazil",3263.9546339556,0,"1993",4628810,18008300,"1993"
"Colombia","Brazil",2751.42249501054,0,"1993",2540000,18008300,"1993"
"Ecuador","Brazil",2984.04262936217,0,"1993",1631000,18008300,"1993"
"Paraguay","Brazil",1489.69662074046,0,"1993",377961,18008300,"1993"
"Peru","Brazil",2335.42519419623,0,"1993",11876500,18008300,"1993"
"Uruguay","Brazil",2459.62642648411,110305,"1993",23301000,18008300,"1993"
"Venezuela","Brazil",2467.66256692768,0,"1993",396000,18008300,"1993"
"Argentina","Chile",549.236062178285,2453,"1993",18436200,4628810,"1993"
"Bolivia","Chile",2150.12404536596,0,"1993",6552555,4628810,"1993"
"Brazil","Chile",3263.9546339556,0,"1993",18008300,4628810,"1993"
"Chile","Chile",0,0,"1993",4628810,4628810,"1993"
"Colombia","Chile",4348.83354270014,0,"1993",2540000,4628810,"1993"
"Ecuador","Chile",3824.43442207705,0,"1993",1631000,4628810,"1993"
"Paraguay","Chile",1812.53392353318,0,"1993",377961,4628810,"1993"
"Peru","Chile",2907.26314858048,0,"1993",11876500,4628810,"1993"
"Uruguay","Chile",1425.34334919956,0,"1993",23301000,4628810,"1993"
"Venezuela","Chile",4731.36564349597,0,"1993",396000,4628810,"1993"
"Argentina","Colombia",4428.06221883752,0,"1993",18436200,2540000,"1993"
"Bolivia","Colombia",2474.21126193179,0,"1993",6552555,2540000,"1993"
"Brazil","Colombia",2751.42249501054,0,"1993",18008300,2540000,"1993"
"Chile","Colombia",4348.83354270014,0,"1993",4628810,2540000,"1993"
"Colombia","Colombia",0,0,"1993",2540000,2540000,"1993"
"Ecuador","Colombia",840.344466338468,0,"1993",1631000,2540000,"1993"
"Paraguay","Colombia",3415.921941428,0,"1993",377961,2540000,"1993"
"Peru","Colombia",1462.40463082501,0,"1993",11876500,2540000,"1993"
"Uruguay","Colombia",4461.84126189406,0,"1993",23301000,2540000,"1993"
"Venezuela","Colombia",840.85503052881,0,"1993",396000,2540000,"1993"
"Argentina","Ecuador",3999.3326249303,0,"1993",18436200,1631000,"1993"
"Bolivia","Ecuador",2272.50983152685,0,"1993",6552555,1631000,"1993"
"Brazil","Ecuador",2984.04262936217,0,"1993",18008300,1631000,"1993"
"Chile","Ecuador",3824.43442207705,0,"1993",4628810,1631000,"1993"
"Colombia","Ecuador",840.344466338468,200,"1993",2540000,1631000,"1993"
"Ecuador","Ecuador",0,0,"1993",1631000,1631000,"1993"
"Paraguay","Ecuador",3250.23740422779,0,"1993",377961,1631000,"1993"
"Peru","Ecuador",970.593580094301,0,"1993",11876500,1631000,"1993"
"Uruguay","Ecuador",4202.77606287468,0,"1993",23301000,1631000,"1993"
"Venezuela","Ecuador",1657.06351856764,0,"1993",396000,1631000,"1993"
"Argentina","Paraguay",1481.30586680423,194,"1993",18436200,377961,"1993"
"Bolivia","Paraguay",978.129744567879,0,"1993",6552555,377961,"1993"
"Brazil","Paraguay",1489.69662074046,221,"1993",18008300,377961,"1993"
"Chile","Paraguay",1812.53392353318,0,"1993",4628810,377961,"1993"
"Colombia","Paraguay",3415.921941428,0,"1993",2540000,377961,"1993"
"Ecuador","Paraguay",3250.23740422779,0,"1993",1631000,377961,"1993"
"Paraguay","Paraguay",0,0,"1993",377961,377961,"1993"
"Peru","Paraguay",2313.14659568562,0,"1993",11876500,377961,"1993"
"Uruguay","Paraguay",1086.56070082819,469,"1993",23301000,377961,"1993"
"Venezuela","Paraguay",3484.3757151894,0,"1993",396000,377961,"1993"
"Argentina","Peru",3042.91337969977,0,"1993",18436200,11876500,"1993"
"Bolivia","Peru",1346.81559926284,0,"1993",6552555,11876500,"1993"
"Brazil","Peru",2335.42519419623,0,"1993",18008300,11876500,"1993"
"Chile","Peru",2907.26314858048,0,"1993",4628810,11876500,"1993"
"Colombia","Peru",1462.40463082501,0,"1993",2540000,11876500,"1993"
"Ecuador","Peru",970.593580094301,0,"1993",1631000,11876500,"1993"
"Paraguay","Peru",2313.14659568562,0,"1993",377961,11876500,"1993"
"Peru","Peru",0,0,"1993",11876500,11876500,"1993"
"Uruguay","Peru",3235.55515495335,0,"1993",23301000,11876500,"1993"
"Venezuela","Peru",2027.07639181003,0,"1993",396000,11876500,"1993"
"Argentina","Uruguay",886.025785928525,95,"1993",18436200,23301000,"1993"
"Bolivia","Uruguay",1988.1166048493,0,"1993",6552555,23301000,"1993"
"Brazil","Uruguay",2459.62642648411,23,"1993",18008300,23301000,"1993"
"Chile","Uruguay",1425.34334919956,0,"1993",4628810,23301000,"1993"
"Colombia","Uruguay",4461.84126189406,0,"1993",2540000,23301000,"1993"
"Ecuador","Uruguay",4202.77606287468,0,"1993",1631000,23301000,"1993"
"Paraguay","Uruguay",1086.56070082819,0,"1993",377961,23301000,"1993"
"Peru","Uruguay",3235.55515495335,0,"1993",11876500,23301000,"1993"
"Uruguay","Uruguay",0,0,"1993",23301000,23301000,"1993"
"Venezuela","Uruguay",4569.68551328267,0,"1993",396000,23301000,"1993"
"Argentina","Venezuela",4709.22119899415,0,"1993",18436200,396000,"1993"
"Bolivia","Venezuela",2657.95864060761,0,"1993",6552555,396000,"1993"
"Brazil","Venezuela",2467.66256692768,0,"1993",18008300,396000,"1993"
"Chile","Venezuela",4731.36564349597,0,"1993",4628810,396000,"1993"
"Colombia","Venezuela",840.85503052881,0,"1993",2540000,396000,"1993"
"Ecuador","Venezuela",1657.06351856764,0,"1993",1631000,396000,"1993"
"Paraguay","Venezuela",3484.3757151894,0,"1993",377961,396000,"1993"
"Peru","Venezuela",2027.07639181003,0,"1993",11876500,396000,"1993"
"Uruguay","Venezuela",4569.68551328267,0,"1993",23301000,396000,"1993"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1993",396000,396000,"1993"
"Argentina","Argentina",0,0,"1994",16922600,16922600,"1994"
"Bolivia","Argentina",2056.02752105864,0,"1994",6719515,16922600,"1994"
"Brazil","Argentina",2970.62008811255,0,"1994",18436100,16922600,"1994"
"Chile","Argentina",549.236062178285,27335,"1994",4649140,16922600,"1994"
"Colombia","Argentina",4428.06221883752,0,"1994",2540000,16922600,"1994"
"Ecuador","Argentina",3999.3326249303,0,"1994",1690000,16922600,"1994"
"Paraguay","Argentina",1481.30586680423,0,"1994",385521,16922600,"1994"
"Peru","Argentina",3042.91337969977,0,"1994",12160223,16922600,"1994"
"Uruguay","Argentina",886.025785928525,854,"1994",21230000,16922600,"1994"
"Venezuela","Argentina",4709.22119899415,0,"1994",399300,16922600,"1994"
"Argentina","Bolivia",2056.02752105864,0,"1994",16922600,6719515,"1994"
"Bolivia","Bolivia",0,0,"1994",6719515,6719515,"1994"
"Brazil","Bolivia",1406.69570016608,0,"1994",18436100,6719515,"1994"
"Chile","Bolivia",2150.12404536596,400,"1994",4649140,6719515,"1994"
"Colombia","Bolivia",2474.21126193179,0,"1994",2540000,6719515,"1994"
"Ecuador","Bolivia",2272.50983152685,0,"1994",1690000,6719515,"1994"
"Paraguay","Bolivia",978.129744567879,0,"1994",385521,6719515,"1994"
"Peru","Bolivia",1346.81559926284,0,"1994",12160223,6719515,"1994"
"Uruguay","Bolivia",1988.1166048493,0,"1994",21230000,6719515,"1994"
"Venezuela","Bolivia",2657.95864060761,0,"1994",399300,6719515,"1994"
"Argentina","Brazil",2970.62008811255,1,"1994",16922600,18436100,"1994"
"Bolivia","Brazil",1406.69570016608,0,"1994",6719515,18436100,"1994"
"Brazil","Brazil",9.50453877449036e-05,0,"1994",18436100,18436100,"1994"
"Chile","Brazil",3263.9546339556,0,"1994",4649140,18436100,"1994"
"Colombia","Brazil",2751.42249501054,0,"1994",2540000,18436100,"1994"
"Ecuador","Brazil",2984.04262936217,0,"1994",1690000,18436100,"1994"
"Paraguay","Brazil",1489.69662074046,0,"1994",385521,18436100,"1994"
"Peru","Brazil",2335.42519419623,0,"1994",12160223,18436100,"1994"
"Uruguay","Brazil",2459.62642648411,153663,"1994",21230000,18436100,"1994"
"Venezuela","Brazil",2467.66256692768,0,"1994",399300,18436100,"1994"
"Argentina","Chile",549.236062178285,555,"1994",16922600,4649140,"1994"
"Bolivia","Chile",2150.12404536596,0,"1994",6719515,4649140,"1994"
"Brazil","Chile",3263.9546339556,0,"1994",18436100,4649140,"1994"
"Chile","Chile",0,0,"1994",4649140,4649140,"1994"
"Colombia","Chile",4348.83354270014,0,"1994",2540000,4649140,"1994"
"Ecuador","Chile",3824.43442207705,0,"1994",1690000,4649140,"1994"
"Paraguay","Chile",1812.53392353318,0,"1994",385521,4649140,"1994"
"Peru","Chile",2907.26314858048,0,"1994",12160223,4649140,"1994"
"Uruguay","Chile",1425.34334919956,0,"1994",21230000,4649140,"1994"
"Venezuela","Chile",4731.36564349597,0,"1994",399300,4649140,"1994"
"Argentina","Colombia",4428.06221883752,0,"1994",16922600,2540000,"1994"
"Bolivia","Colombia",2474.21126193179,0,"1994",6719515,2540000,"1994"
"Brazil","Colombia",2751.42249501054,0,"1994",18436100,2540000,"1994"
"Chile","Colombia",4348.83354270014,0,"1994",4649140,2540000,"1994"
"Colombia","Colombia",0,8,"1994",2540000,2540000,"1994"
"Ecuador","Colombia",840.344466338468,0,"1994",1690000,2540000,"1994"
"Paraguay","Colombia",3415.921941428,0,"1994",385521,2540000,"1994"
"Peru","Colombia",1462.40463082501,0,"1994",12160223,2540000,"1994"
"Uruguay","Colombia",4461.84126189406,0,"1994",21230000,2540000,"1994"
"Venezuela","Colombia",840.85503052881,0,"1994",399300,2540000,"1994"
"Argentina","Ecuador",3999.3326249303,0,"1994",16922600,1690000,"1994"
"Bolivia","Ecuador",2272.50983152685,0,"1994",6719515,1690000,"1994"
"Brazil","Ecuador",2984.04262936217,0,"1994",18436100,1690000,"1994"
"Chile","Ecuador",3824.43442207705,0,"1994",4649140,1690000,"1994"
"Colombia","Ecuador",840.344466338468,0,"1994",2540000,1690000,"1994"
"Ecuador","Ecuador",0,0,"1994",1690000,1690000,"1994"
"Paraguay","Ecuador",3250.23740422779,0,"1994",385521,1690000,"1994"
"Peru","Ecuador",970.593580094301,0,"1994",12160223,1690000,"1994"
"Uruguay","Ecuador",4202.77606287468,0,"1994",21230000,1690000,"1994"
"Venezuela","Ecuador",1657.06351856764,0,"1994",399300,1690000,"1994"
"Argentina","Paraguay",1481.30586680423,100,"1994",16922600,385521,"1994"
"Bolivia","Paraguay",978.129744567879,0,"1994",6719515,385521,"1994"
"Brazil","Paraguay",1489.69662074046,20,"1994",18436100,385521,"1994"
"Chile","Paraguay",1812.53392353318,0,"1994",4649140,385521,"1994"
"Colombia","Paraguay",3415.921941428,0,"1994",2540000,385521,"1994"
"Ecuador","Paraguay",3250.23740422779,0,"1994",1690000,385521,"1994"
"Paraguay","Paraguay",0,0,"1994",385521,385521,"1994"
"Peru","Paraguay",2313.14659568562,0,"1994",12160223,385521,"1994"
"Uruguay","Paraguay",1086.56070082819,914,"1994",21230000,385521,"1994"
"Venezuela","Paraguay",3484.3757151894,0,"1994",399300,385521,"1994"
"Argentina","Peru",3042.91337969977,0,"1994",16922600,12160223,"1994"
"Bolivia","Peru",1346.81559926284,0,"1994",6719515,12160223,"1994"
"Brazil","Peru",2335.42519419623,1211,"1994",18436100,12160223,"1994"
"Chile","Peru",2907.26314858048,74,"1994",4649140,12160223,"1994"
"Colombia","Peru",1462.40463082501,0,"1994",2540000,12160223,"1994"
"Ecuador","Peru",970.593580094301,0,"1994",1690000,12160223,"1994"
"Paraguay","Peru",2313.14659568562,0,"1994",385521,12160223,"1994"
"Peru","Peru",0,0,"1994",12160223,12160223,"1994"
"Uruguay","Peru",3235.55515495335,0,"1994",21230000,12160223,"1994"
"Venezuela","Peru",2027.07639181003,0,"1994",399300,12160223,"1994"
"Argentina","Uruguay",886.025785928525,18,"1994",16922600,21230000,"1994"
"Bolivia","Uruguay",1988.1166048493,0,"1994",6719515,21230000,"1994"
"Brazil","Uruguay",2459.62642648411,0,"1994",18436100,21230000,"1994"
"Chile","Uruguay",1425.34334919956,0,"1994",4649140,21230000,"1994"
"Colombia","Uruguay",4461.84126189406,0,"1994",2540000,21230000,"1994"
"Ecuador","Uruguay",4202.77606287468,0,"1994",1690000,21230000,"1994"
"Paraguay","Uruguay",1086.56070082819,0,"1994",385521,21230000,"1994"
"Peru","Uruguay",3235.55515495335,0,"1994",12160223,21230000,"1994"
"Uruguay","Uruguay",0,0,"1994",21230000,21230000,"1994"
"Venezuela","Uruguay",4569.68551328267,0,"1994",399300,21230000,"1994"
"Argentina","Venezuela",4709.22119899415,0,"1994",16922600,399300,"1994"
"Bolivia","Venezuela",2657.95864060761,0,"1994",6719515,399300,"1994"
"Brazil","Venezuela",2467.66256692768,0,"1994",18436100,399300,"1994"
"Chile","Venezuela",4731.36564349597,0,"1994",4649140,399300,"1994"
"Colombia","Venezuela",840.85503052881,65,"1994",2540000,399300,"1994"
"Ecuador","Venezuela",1657.06351856764,0,"1994",1690000,399300,"1994"
"Paraguay","Venezuela",3484.3757151894,0,"1994",385521,399300,"1994"
"Peru","Venezuela",2027.07639181003,0,"1994",12160223,399300,"1994"
"Uruguay","Venezuela",4569.68551328267,0,"1994",21230000,399300,"1994"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1994",399300,399300,"1994"
"Argentina","Argentina",0,0,"1995",15244600,15244600,"1995"
"Bolivia","Argentina",2056.02752105864,0,"1995",6892612,15244600,"1995"
"Brazil","Argentina",2970.62008811255,0,"1995",18336400,15244600,"1995"
"Chile","Argentina",549.236062178285,34848,"1995",4625323,15244600,"1995"
"Colombia","Argentina",4428.06221883752,0,"1995",2540000,15244600,"1995"
"Ecuador","Argentina",3999.3326249303,0,"1995",1692000,15244600,"1995"
"Paraguay","Argentina",1481.30586680423,0,"1995",381452,15244600,"1995"
"Peru","Argentina",3042.91337969977,0,"1995",12569983,15244600,"1995"
"Uruguay","Argentina",886.025785928525,2,"1995",20205000,15244600,"1995"
"Venezuela","Argentina",4709.22119899415,0,"1995",481697,15244600,"1995"
"Argentina","Bolivia",2056.02752105864,0,"1995",15244600,6892612,"1995"
"Bolivia","Bolivia",0,0,"1995",6892612,6892612,"1995"
"Brazil","Bolivia",1406.69570016608,0,"1995",18336400,6892612,"1995"
"Chile","Bolivia",2150.12404536596,0,"1995",4625323,6892612,"1995"
"Colombia","Bolivia",2474.21126193179,0,"1995",2540000,6892612,"1995"
"Ecuador","Bolivia",2272.50983152685,0,"1995",1692000,6892612,"1995"
"Paraguay","Bolivia",978.129744567879,0,"1995",381452,6892612,"1995"
"Peru","Bolivia",1346.81559926284,0,"1995",12569983,6892612,"1995"
"Uruguay","Bolivia",1988.1166048493,6,"1995",20205000,6892612,"1995"
"Venezuela","Bolivia",2657.95864060761,0,"1995",481697,6892612,"1995"
"Argentina","Brazil",2970.62008811255,0,"1995",15244600,18336400,"1995"
"Bolivia","Brazil",1406.69570016608,0,"1995",6892612,18336400,"1995"
"Brazil","Brazil",9.50453877449036e-05,0,"1995",18336400,18336400,"1995"
"Chile","Brazil",3263.9546339556,0,"1995",4625323,18336400,"1995"
"Colombia","Brazil",2751.42249501054,0,"1995",2540000,18336400,"1995"
"Ecuador","Brazil",2984.04262936217,0,"1995",1692000,18336400,"1995"
"Paraguay","Brazil",1489.69662074046,0,"1995",381452,18336400,"1995"
"Peru","Brazil",2335.42519419623,0,"1995",12569983,18336400,"1995"
"Uruguay","Brazil",2459.62642648411,61027,"1995",20205000,18336400,"1995"
"Venezuela","Brazil",2467.66256692768,0,"1995",481697,18336400,"1995"
"Argentina","Chile",549.236062178285,189,"1995",15244600,4625323,"1995"
"Bolivia","Chile",2150.12404536596,0,"1995",6892612,4625323,"1995"
"Brazil","Chile",3263.9546339556,0,"1995",18336400,4625323,"1995"
"Chile","Chile",0,0,"1995",4625323,4625323,"1995"
"Colombia","Chile",4348.83354270014,0,"1995",2540000,4625323,"1995"
"Ecuador","Chile",3824.43442207705,0,"1995",1692000,4625323,"1995"
"Paraguay","Chile",1812.53392353318,0,"1995",381452,4625323,"1995"
"Peru","Chile",2907.26314858048,0,"1995",12569983,4625323,"1995"
"Uruguay","Chile",1425.34334919956,0,"1995",20205000,4625323,"1995"
"Venezuela","Chile",4731.36564349597,0,"1995",481697,4625323,"1995"
"Argentina","Colombia",4428.06221883752,0,"1995",15244600,2540000,"1995"
"Bolivia","Colombia",2474.21126193179,0,"1995",6892612,2540000,"1995"
"Brazil","Colombia",2751.42249501054,0,"1995",18336400,2540000,"1995"
"Chile","Colombia",4348.83354270014,0,"1995",4625323,2540000,"1995"
"Colombia","Colombia",0,0,"1995",2540000,2540000,"1995"
"Ecuador","Colombia",840.344466338468,0,"1995",1692000,2540000,"1995"
"Paraguay","Colombia",3415.921941428,0,"1995",381452,2540000,"1995"
"Peru","Colombia",1462.40463082501,0,"1995",12569983,2540000,"1995"
"Uruguay","Colombia",4461.84126189406,0,"1995",20205000,2540000,"1995"
"Venezuela","Colombia",840.85503052881,0,"1995",481697,2540000,"1995"
"Argentina","Ecuador",3999.3326249303,0,"1995",15244600,1692000,"1995"
"Bolivia","Ecuador",2272.50983152685,0,"1995",6892612,1692000,"1995"
"Brazil","Ecuador",2984.04262936217,0,"1995",18336400,1692000,"1995"
"Chile","Ecuador",3824.43442207705,0,"1995",4625323,1692000,"1995"
"Colombia","Ecuador",840.344466338468,0,"1995",2540000,1692000,"1995"
"Ecuador","Ecuador",0,0,"1995",1692000,1692000,"1995"
"Paraguay","Ecuador",3250.23740422779,0,"1995",381452,1692000,"1995"
"Peru","Ecuador",970.593580094301,0,"1995",12569983,1692000,"1995"
"Uruguay","Ecuador",4202.77606287468,0,"1995",20205000,1692000,"1995"
"Venezuela","Ecuador",1657.06351856764,0,"1995",481697,1692000,"1995"
"Argentina","Paraguay",1481.30586680423,114,"1995",15244600,381452,"1995"
"Bolivia","Paraguay",978.129744567879,0,"1995",6892612,381452,"1995"
"Brazil","Paraguay",1489.69662074046,0,"1995",18336400,381452,"1995"
"Chile","Paraguay",1812.53392353318,0,"1995",4625323,381452,"1995"
"Colombia","Paraguay",3415.921941428,0,"1995",2540000,381452,"1995"
"Ecuador","Paraguay",3250.23740422779,0,"1995",1692000,381452,"1995"
"Paraguay","Paraguay",0,0,"1995",381452,381452,"1995"
"Peru","Paraguay",2313.14659568562,0,"1995",12569983,381452,"1995"
"Uruguay","Paraguay",1086.56070082819,0,"1995",20205000,381452,"1995"
"Venezuela","Paraguay",3484.3757151894,0,"1995",481697,381452,"1995"
"Argentina","Peru",3042.91337969977,0,"1995",15244600,12569983,"1995"
"Bolivia","Peru",1346.81559926284,0,"1995",6892612,12569983,"1995"
"Brazil","Peru",2335.42519419623,0,"1995",18336400,12569983,"1995"
"Chile","Peru",2907.26314858048,8,"1995",4625323,12569983,"1995"
"Colombia","Peru",1462.40463082501,0,"1995",2540000,12569983,"1995"
"Ecuador","Peru",970.593580094301,0,"1995",1692000,12569983,"1995"
"Paraguay","Peru",2313.14659568562,0,"1995",381452,12569983,"1995"
"Peru","Peru",0,0,"1995",12569983,12569983,"1995"
"Uruguay","Peru",3235.55515495335,230,"1995",20205000,12569983,"1995"
"Venezuela","Peru",2027.07639181003,0,"1995",481697,12569983,"1995"
"Argentina","Uruguay",886.025785928525,3,"1995",15244600,20205000,"1995"
"Bolivia","Uruguay",1988.1166048493,0,"1995",6892612,20205000,"1995"
"Brazil","Uruguay",2459.62642648411,5,"1995",18336400,20205000,"1995"
"Chile","Uruguay",1425.34334919956,0,"1995",4625323,20205000,"1995"
"Colombia","Uruguay",4461.84126189406,0,"1995",2540000,20205000,"1995"
"Ecuador","Uruguay",4202.77606287468,0,"1995",1692000,20205000,"1995"
"Paraguay","Uruguay",1086.56070082819,0,"1995",381452,20205000,"1995"
"Peru","Uruguay",3235.55515495335,0,"1995",12569983,20205000,"1995"
"Uruguay","Uruguay",0,0,"1995",20205000,20205000,"1995"
"Venezuela","Uruguay",4569.68551328267,0,"1995",481697,20205000,"1995"
"Argentina","Venezuela",4709.22119899415,0,"1995",15244600,481697,"1995"
"Bolivia","Venezuela",2657.95864060761,0,"1995",6892612,481697,"1995"
"Brazil","Venezuela",2467.66256692768,0,"1995",18336400,481697,"1995"
"Chile","Venezuela",4731.36564349597,0,"1995",4625323,481697,"1995"
"Colombia","Venezuela",840.85503052881,0,"1995",2540000,481697,"1995"
"Ecuador","Venezuela",1657.06351856764,0,"1995",1692000,481697,"1995"
"Paraguay","Venezuela",3484.3757151894,0,"1995",381452,481697,"1995"
"Peru","Venezuela",2027.07639181003,0,"1995",12569983,481697,"1995"
"Uruguay","Venezuela",4569.68551328267,0,"1995",20205000,481697,"1995"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1995",481697,481697,"1995"
"Argentina","Argentina",0,0,"1996",14308000,14308000,"1996"
"Bolivia","Argentina",2056.02752105864,0,"1996",7067739,14308000,"1996"
"Brazil","Argentina",2970.62008811255,0,"1996",14725503,14308000,"1996"
"Chile","Argentina",549.236062178285,33525,"1996",4516344,14308000,"1996"
"Colombia","Argentina",4428.06221883752,0,"1996",2400000,14308000,"1996"
"Ecuador","Argentina",3999.3326249303,0,"1996",1708920,14308000,"1996"
"Paraguay","Argentina",1481.30586680423,0,"1996",386026,14308000,"1996"
"Peru","Argentina",3042.91337969977,0,"1996",12712513,14308000,"1996"
"Uruguay","Argentina",886.025785928525,7002,"1996",19747000,14308000,"1996"
"Venezuela","Argentina",4709.22119899415,0,"1996",480552,14308000,"1996"
"Argentina","Bolivia",2056.02752105864,151,"1996",14308000,7067739,"1996"
"Bolivia","Bolivia",0,0,"1996",7067739,7067739,"1996"
"Brazil","Bolivia",1406.69570016608,0,"1996",14725503,7067739,"1996"
"Chile","Bolivia",2150.12404536596,677,"1996",4516344,7067739,"1996"
"Colombia","Bolivia",2474.21126193179,0,"1996",2400000,7067739,"1996"
"Ecuador","Bolivia",2272.50983152685,0,"1996",1708920,7067739,"1996"
"Paraguay","Bolivia",978.129744567879,0,"1996",386026,7067739,"1996"
"Peru","Bolivia",1346.81559926284,0,"1996",12712513,7067739,"1996"
"Uruguay","Bolivia",1988.1166048493,0,"1996",19747000,7067739,"1996"
"Venezuela","Bolivia",2657.95864060761,0,"1996",480552,7067739,"1996"
"Argentina","Brazil",2970.62008811255,0,"1996",14308000,14725503,"1996"
"Bolivia","Brazil",1406.69570016608,0,"1996",7067739,14725503,"1996"
"Brazil","Brazil",9.50453877449036e-05,0,"1996",14725503,14725503,"1996"
"Chile","Brazil",3263.9546339556,0,"1996",4516344,14725503,"1996"
"Colombia","Brazil",2751.42249501054,0,"1996",2400000,14725503,"1996"
"Ecuador","Brazil",2984.04262936217,0,"1996",1708920,14725503,"1996"
"Paraguay","Brazil",1489.69662074046,0,"1996",386026,14725503,"1996"
"Peru","Brazil",2335.42519419623,0,"1996",12712513,14725503,"1996"
"Uruguay","Brazil",2459.62642648411,105814,"1996",19747000,14725503,"1996"
"Venezuela","Brazil",2467.66256692768,0,"1996",480552,14725503,"1996"
"Argentina","Chile",549.236062178285,34,"1996",14308000,4516344,"1996"
"Bolivia","Chile",2150.12404536596,0,"1996",7067739,4516344,"1996"
"Brazil","Chile",3263.9546339556,0,"1996",14725503,4516344,"1996"
"Chile","Chile",0,0,"1996",4516344,4516344,"1996"
"Colombia","Chile",4348.83354270014,0,"1996",2400000,4516344,"1996"
"Ecuador","Chile",3824.43442207705,0,"1996",1708920,4516344,"1996"
"Paraguay","Chile",1812.53392353318,0,"1996",386026,4516344,"1996"
"Peru","Chile",2907.26314858048,0,"1996",12712513,4516344,"1996"
"Uruguay","Chile",1425.34334919956,0,"1996",19747000,4516344,"1996"
"Venezuela","Chile",4731.36564349597,0,"1996",480552,4516344,"1996"
"Argentina","Colombia",4428.06221883752,0,"1996",14308000,2400000,"1996"
"Bolivia","Colombia",2474.21126193179,0,"1996",7067739,2400000,"1996"
