"from","to","distance","flow","year","popFrom","popTo","year.1"
"Brazil","Peru",2335.42519419623,0,"1999",14399960,14296717,"1999"
"Chile","Peru",2907.26314858048,41,"1999",4116000,14296717,"1999"
"Colombia","Peru",1462.40463082501,0,"1999",2195600,14296717,"1999"
"Ecuador","Peru",970.593580094301,0,"1999",2195865,14296717,"1999"
"Paraguay","Peru",2313.14659568562,0,"1999",398111,14296717,"1999"
"Peru","Peru",0,0,"1999",14296717,14296717,"1999"
"Uruguay","Peru",3235.55515495335,7,"1999",14491000,14296717,"1999"
"Venezuela","Peru",2027.07639181003,0,"1999",450830,14296717,"1999"
"Argentina","Uruguay",886.025785928525,0,"1999",13703400,14491000,"1999"
"Bolivia","Uruguay",1988.1166048493,0,"1999",7629157,14491000,"1999"
"Brazil","Uruguay",2459.62642648411,18,"1999",14399960,14491000,"1999"
"Chile","Uruguay",1425.34334919956,0,"1999",4116000,14491000,"1999"
"Colombia","Uruguay",4461.84126189406,0,"1999",2195600,14491000,"1999"
"Ecuador","Uruguay",4202.77606287468,0,"1999",2195865,14491000,"1999"
"Paraguay","Uruguay",1086.56070082819,0,"1999",398111,14491000,"1999"
"Peru","Uruguay",3235.55515495335,0,"1999",14296717,14491000,"1999"
"Uruguay","Uruguay",0,0,"1999",14491000,14491000,"1999"
"Venezuela","Uruguay",4569.68551328267,0,"1999",450830,14491000,"1999"
"Argentina","Venezuela",4709.22119899415,0,"1999",13703400,450830,"1999"
"Bolivia","Venezuela",2657.95864060761,0,"1999",7629157,450830,"1999"
"Brazil","Venezuela",2467.66256692768,0,"1999",14399960,450830,"1999"
"Chile","Venezuela",4731.36564349597,0,"1999",4116000,450830,"1999"
"Colombia","Venezuela",840.85503052881,0,"1999",2195600,450830,"1999"
"Ecuador","Venezuela",1657.06351856764,0,"1999",2195865,450830,"1999"
"Paraguay","Venezuela",3484.3757151894,0,"1999",398111,450830,"1999"
"Peru","Venezuela",2027.07639181003,0,"1999",14296717,450830,"1999"
"Uruguay","Venezuela",4569.68551328267,0,"1999",14491000,450830,"1999"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1999",450830,450830,"1999"
"Argentina","Argentina",0,0,"2000",13561600,13561600,"2000"
"Bolivia","Argentina",2056.02752105864,0,"2000",7352951,13561600,"2000"
"Brazil","Argentina",2970.62008811255,0,"2000",14784958,13561600,"2000"
"Chile","Argentina",549.236062178285,4026,"2000",4144000,13561600,"2000"
"Colombia","Argentina",4428.06221883752,0,"2000",2288000,13561600,"2000"
"Ecuador","Argentina",3999.3326249303,0,"2000",1918618,13561600,"2000"
"Paraguay","Argentina",1481.30586680423,0,"2000",402092,13561600,"2000"
"Peru","Argentina",3042.91337969977,0,"2000",14686310,13561600,"2000"
"Uruguay","Argentina",886.025785928525,27316,"2000",13198000,13561600,"2000"
"Venezuela","Argentina",4709.22119899415,0,"2000",471216,13561600,"2000"
"Argentina","Bolivia",2056.02752105864,0,"2000",13561600,7352951,"2000"
"Bolivia","Bolivia",0,0,"2000",7352951,7352951,"2000"
"Brazil","Bolivia",1406.69570016608,0,"2000",14784958,7352951,"2000"
"Chile","Bolivia",2150.12404536596,0,"2000",4144000,7352951,"2000"
"Colombia","Bolivia",2474.21126193179,0,"2000",2288000,7352951,"2000"
"Ecuador","Bolivia",2272.50983152685,0,"2000",1918618,7352951,"2000"
"Paraguay","Bolivia",978.129744567879,0,"2000",402092,7352951,"2000"
"Peru","Bolivia",1346.81559926284,0,"2000",14686310,7352951,"2000"
"Uruguay","Bolivia",1988.1166048493,0,"2000",13198000,7352951,"2000"
"Venezuela","Bolivia",2657.95864060761,0,"2000",471216,7352951,"2000"
"Argentina","Brazil",2970.62008811255,0,"2000",13561600,14784958,"2000"
"Bolivia","Brazil",1406.69570016608,0,"2000",7352951,14784958,"2000"
"Brazil","Brazil",9.50453877449036e-05,0,"2000",14784958,14784958,"2000"
"Chile","Brazil",3263.9546339556,0,"2000",4144000,14784958,"2000"
"Colombia","Brazil",2751.42249501054,0,"2000",2288000,14784958,"2000"
"Ecuador","Brazil",2984.04262936217,0,"2000",1918618,14784958,"2000"
"Paraguay","Brazil",1489.69662074046,0,"2000",402092,14784958,"2000"
"Peru","Brazil",2335.42519419623,0,"2000",14686310,14784958,"2000"
"Uruguay","Brazil",2459.62642648411,175423,"2000",13198000,14784958,"2000"
"Venezuela","Brazil",2467.66256692768,0,"2000",471216,14784958,"2000"
"Argentina","Chile",549.236062178285,0,"2000",13561600,4144000,"2000"
"Bolivia","Chile",2150.12404536596,0,"2000",7352951,4144000,"2000"
"Brazil","Chile",3263.9546339556,0,"2000",14784958,4144000,"2000"
"Chile","Chile",0,0,"2000",4144000,4144000,"2000"
"Colombia","Chile",4348.83354270014,0,"2000",2288000,4144000,"2000"
"Ecuador","Chile",3824.43442207705,0,"2000",1918618,4144000,"2000"
"Paraguay","Chile",1812.53392353318,0,"2000",402092,4144000,"2000"
"Peru","Chile",2907.26314858048,0,"2000",14686310,4144000,"2000"
"Uruguay","Chile",1425.34334919956,0,"2000",13198000,4144000,"2000"
"Venezuela","Chile",4731.36564349597,0,"2000",471216,4144000,"2000"
"Argentina","Colombia",4428.06221883752,0,"2000",13561600,2288000,"2000"
"Bolivia","Colombia",2474.21126193179,0,"2000",7352951,2288000,"2000"
"Brazil","Colombia",2751.42249501054,0,"2000",14784958,2288000,"2000"
"Chile","Colombia",4348.83354270014,0,"2000",4144000,2288000,"2000"
"Colombia","Colombia",0,0,"2000",2288000,2288000,"2000"
"Ecuador","Colombia",840.344466338468,0,"2000",1918618,2288000,"2000"
"Paraguay","Colombia",3415.921941428,0,"2000",402092,2288000,"2000"
"Peru","Colombia",1462.40463082501,0,"2000",14686310,2288000,"2000"
"Uruguay","Colombia",4461.84126189406,0,"2000",13198000,2288000,"2000"
"Venezuela","Colombia",840.85503052881,0,"2000",471216,2288000,"2000"
"Argentina","Ecuador",3999.3326249303,0,"2000",13561600,1918618,"2000"
"Bolivia","Ecuador",2272.50983152685,0,"2000",7352951,1918618,"2000"
"Brazil","Ecuador",2984.04262936217,0,"2000",14784958,1918618,"2000"
"Chile","Ecuador",3824.43442207705,0,"2000",4144000,1918618,"2000"
"Colombia","Ecuador",840.344466338468,0,"2000",2288000,1918618,"2000"
"Ecuador","Ecuador",0,0,"2000",1918618,1918618,"2000"
"Paraguay","Ecuador",3250.23740422779,0,"2000",402092,1918618,"2000"
"Peru","Ecuador",970.593580094301,0,"2000",14686310,1918618,"2000"
"Uruguay","Ecuador",4202.77606287468,0,"2000",13198000,1918618,"2000"
"Venezuela","Ecuador",1657.06351856764,0,"2000",471216,1918618,"2000"
"Argentina","Paraguay",1481.30586680423,0,"2000",13561600,402092,"2000"
"Bolivia","Paraguay",978.129744567879,0,"2000",7352951,402092,"2000"
"Brazil","Paraguay",1489.69662074046,0,"2000",14784958,402092,"2000"
"Chile","Paraguay",1812.53392353318,0,"2000",4144000,402092,"2000"
"Colombia","Paraguay",3415.921941428,0,"2000",2288000,402092,"2000"
"Ecuador","Paraguay",3250.23740422779,0,"2000",1918618,402092,"2000"
"Paraguay","Paraguay",0,0,"2000",402092,402092,"2000"
"Peru","Paraguay",2313.14659568562,0,"2000",14686310,402092,"2000"
"Uruguay","Paraguay",1086.56070082819,0,"2000",13198000,402092,"2000"
"Venezuela","Paraguay",3484.3757151894,0,"2000",471216,402092,"2000"
"Argentina","Peru",3042.91337969977,0,"2000",13561600,14686310,"2000"
"Bolivia","Peru",1346.81559926284,0,"2000",7352951,14686310,"2000"
"Brazil","Peru",2335.42519419623,0,"2000",14784958,14686310,"2000"
"Chile","Peru",2907.26314858048,0,"2000",4144000,14686310,"2000"
"Colombia","Peru",1462.40463082501,0,"2000",2288000,14686310,"2000"
"Ecuador","Peru",970.593580094301,0,"2000",1918618,14686310,"2000"
"Paraguay","Peru",2313.14659568562,0,"2000",402092,14686310,"2000"
"Peru","Peru",0,0,"2000",14686310,14686310,"2000"
"Uruguay","Peru",3235.55515495335,0,"2000",13198000,14686310,"2000"
"Venezuela","Peru",2027.07639181003,0,"2000",471216,14686310,"2000"
"Argentina","Uruguay",886.025785928525,100,"2000",13561600,13198000,"2000"
"Bolivia","Uruguay",1988.1166048493,0,"2000",7352951,13198000,"2000"
"Brazil","Uruguay",2459.62642648411,29,"2000",14784958,13198000,"2000"
"Chile","Uruguay",1425.34334919956,0,"2000",4144000,13198000,"2000"
"Colombia","Uruguay",4461.84126189406,0,"2000",2288000,13198000,"2000"
"Ecuador","Uruguay",4202.77606287468,0,"2000",1918618,13198000,"2000"
"Paraguay","Uruguay",1086.56070082819,0,"2000",402092,13198000,"2000"
"Peru","Uruguay",3235.55515495335,0,"2000",14686310,13198000,"2000"
"Uruguay","Uruguay",0,0,"2000",13198000,13198000,"2000"
"Venezuela","Uruguay",4569.68551328267,0,"2000",471216,13198000,"2000"
"Argentina","Venezuela",4709.22119899415,0,"2000",13561600,471216,"2000"
"Bolivia","Venezuela",2657.95864060761,0,"2000",7352951,471216,"2000"
"Brazil","Venezuela",2467.66256692768,0,"2000",14784958,471216,"2000"
"Chile","Venezuela",4731.36564349597,0,"2000",4144000,471216,"2000"
"Colombia","Venezuela",840.85503052881,0,"2000",2288000,471216,"2000"
"Ecuador","Venezuela",1657.06351856764,0,"2000",1918618,471216,"2000"
"Paraguay","Venezuela",3484.3757151894,0,"2000",402092,471216,"2000"
"Peru","Venezuela",2027.07639181003,0,"2000",14686310,471216,"2000"
"Uruguay","Venezuela",4569.68551328267,0,"2000",13198000,471216,"2000"
"Venezuela","Venezuela",9.50453877449036e-05,0,"2000",471216,471216,"2000"
"Argentina","Argentina",0,0,"2001",13500000,13500000,"2001"
"Bolivia","Argentina",2056.02752105864,0,"2001",7477123,13500000,"2001"
"Brazil","Argentina",2970.62008811255,0,"2001",14638925,13500000,"2001"
"Chile","Argentina",549.236062178285,0,"2001",4090000,13500000,"2001"
"Colombia","Argentina",4428.06221883752,0,"2001",2256030,13500000,"2001"
"Ecuador","Argentina",3999.3326249303,0,"2001",1976176,13500000,"2001"
"Paraguay","Argentina",1481.30586680423,0,"2001",406112,13500000,"2001"
"Peru","Argentina",3042.91337969977,0,"2001",14252613,13500000,"2001"
"Uruguay","Argentina",886.025785928525,14310,"2001",12083000,13500000,"2001"
"Venezuela","Argentina",4709.22119899415,0,"2001",485066,13500000,"2001"
"Argentina","Bolivia",2056.02752105864,0,"2001",13500000,7477123,"2001"
"Bolivia","Bolivia",0,0,"2001",7477123,7477123,"2001"
"Brazil","Bolivia",1406.69570016608,137,"2001",14638925,7477123,"2001"
"Chile","Bolivia",2150.12404536596,0,"2001",4090000,7477123,"2001"
"Colombia","Bolivia",2474.21126193179,0,"2001",2256030,7477123,"2001"
"Ecuador","Bolivia",2272.50983152685,0,"2001",1976176,7477123,"2001"
"Paraguay","Bolivia",978.129744567879,0,"2001",406112,7477123,"2001"
"Peru","Bolivia",1346.81559926284,0,"2001",14252613,7477123,"2001"
"Uruguay","Bolivia",1988.1166048493,0,"2001",12083000,7477123,"2001"
"Venezuela","Bolivia",2657.95864060761,0,"2001",485066,7477123,"2001"
"Argentina","Brazil",2970.62008811255,0,"2001",13500000,14638925,"2001"
"Bolivia","Brazil",1406.69570016608,0,"2001",7477123,14638925,"2001"
"Brazil","Brazil",9.50453877449036e-05,0,"2001",14638925,14638925,"2001"
"Chile","Brazil",3263.9546339556,0,"2001",4090000,14638925,"2001"
"Colombia","Brazil",2751.42249501054,0,"2001",2256030,14638925,"2001"
"Ecuador","Brazil",2984.04262936217,0,"2001",1976176,14638925,"2001"
"Paraguay","Brazil",1489.69662074046,0,"2001",406112,14638925,"2001"
"Peru","Brazil",2335.42519419623,0,"2001",14252613,14638925,"2001"
"Uruguay","Brazil",2459.62642648411,35069,"2001",12083000,14638925,"2001"
"Venezuela","Brazil",2467.66256692768,0,"2001",485066,14638925,"2001"
"Argentina","Chile",549.236062178285,0,"2001",13500000,4090000,"2001"
"Bolivia","Chile",2150.12404536596,0,"2001",7477123,4090000,"2001"
"Brazil","Chile",3263.9546339556,0,"2001",14638925,4090000,"2001"
"Chile","Chile",0,0,"2001",4090000,4090000,"2001"
"Colombia","Chile",4348.83354270014,0,"2001",2256030,4090000,"2001"
"Ecuador","Chile",3824.43442207705,0,"2001",1976176,4090000,"2001"
"Paraguay","Chile",1812.53392353318,0,"2001",406112,4090000,"2001"
"Peru","Chile",2907.26314858048,0,"2001",14252613,4090000,"2001"
"Uruguay","Chile",1425.34334919956,0,"2001",12083000,4090000,"2001"
"Venezuela","Chile",4731.36564349597,0,"2001",485066,4090000,"2001"
"Argentina","Colombia",4428.06221883752,0,"2001",13500000,2256030,"2001"
"Bolivia","Colombia",2474.21126193179,0,"2001",7477123,2256030,"2001"
"Brazil","Colombia",2751.42249501054,0,"2001",14638925,2256030,"2001"
"Chile","Colombia",4348.83354270014,0,"2001",4090000,2256030,"2001"
"Colombia","Colombia",0,0,"2001",2256030,2256030,"2001"
"Ecuador","Colombia",840.344466338468,0,"2001",1976176,2256030,"2001"
"Paraguay","Colombia",3415.921941428,0,"2001",406112,2256030,"2001"
"Peru","Colombia",1462.40463082501,0,"2001",14252613,2256030,"2001"
"Uruguay","Colombia",4461.84126189406,0,"2001",12083000,2256030,"2001"
"Venezuela","Colombia",840.85503052881,0,"2001",485066,2256030,"2001"
"Argentina","Ecuador",3999.3326249303,0,"2001",13500000,1976176,"2001"
"Bolivia","Ecuador",2272.50983152685,0,"2001",7477123,1976176,"2001"
"Brazil","Ecuador",2984.04262936217,0,"2001",14638925,1976176,"2001"
"Chile","Ecuador",3824.43442207705,95,"2001",4090000,1976176,"2001"
"Colombia","Ecuador",840.344466338468,0,"2001",2256030,1976176,"2001"
"Ecuador","Ecuador",0,0,"2001",1976176,1976176,"2001"
"Paraguay","Ecuador",3250.23740422779,0,"2001",406112,1976176,"2001"
"Peru","Ecuador",970.593580094301,0,"2001",14252613,1976176,"2001"
"Uruguay","Ecuador",4202.77606287468,0,"2001",12083000,1976176,"2001"
"Venezuela","Ecuador",1657.06351856764,0,"2001",485066,1976176,"2001"
"Argentina","Paraguay",1481.30586680423,0,"2001",13500000,406112,"2001"
"Bolivia","Paraguay",978.129744567879,0,"2001",7477123,406112,"2001"
"Brazil","Paraguay",1489.69662074046,0,"2001",14638925,406112,"2001"
"Chile","Paraguay",1812.53392353318,0,"2001",4090000,406112,"2001"
"Colombia","Paraguay",3415.921941428,0,"2001",2256030,406112,"2001"
"Ecuador","Paraguay",3250.23740422779,0,"2001",1976176,406112,"2001"
"Paraguay","Paraguay",0,0,"2001",406112,406112,"2001"
"Peru","Paraguay",2313.14659568562,0,"2001",14252613,406112,"2001"
"Uruguay","Paraguay",1086.56070082819,23,"2001",12083000,406112,"2001"
"Venezuela","Paraguay",3484.3757151894,0,"2001",485066,406112,"2001"
"Argentina","Peru",3042.91337969977,0,"2001",13500000,14252613,"2001"
"Bolivia","Peru",1346.81559926284,0,"2001",7477123,14252613,"2001"
"Brazil","Peru",2335.42519419623,0,"2001",14638925,14252613,"2001"
"Chile","Peru",2907.26314858048,0,"2001",4090000,14252613,"2001"
"Colombia","Peru",1462.40463082501,0,"2001",2256030,14252613,"2001"
"Ecuador","Peru",970.593580094301,0,"2001",1976176,14252613,"2001"
"Paraguay","Peru",2313.14659568562,0,"2001",406112,14252613,"2001"
"Peru","Peru",0,0,"2001",14252613,14252613,"2001"
"Uruguay","Peru",3235.55515495335,0,"2001",12083000,14252613,"2001"
"Venezuela","Peru",2027.07639181003,0,"2001",485066,14252613,"2001"
"Argentina","Uruguay",886.025785928525,0,"2001",13500000,12083000,"2001"
"Bolivia","Uruguay",1988.1166048493,0,"2001",7477123,12083000,"2001"
"Brazil","Uruguay",2459.62642648411,0,"2001",14638925,12083000,"2001"
"Chile","Uruguay",1425.34334919956,0,"2001",4090000,12083000,"2001"
"Colombia","Uruguay",4461.84126189406,0,"2001",2256030,12083000,"2001"
"Ecuador","Uruguay",4202.77606287468,0,"2001",1976176,12083000,"2001"
"Paraguay","Uruguay",1086.56070082819,0,"2001",406112,12083000,"2001"
"Peru","Uruguay",3235.55515495335,0,"2001",14252613,12083000,"2001"
"Uruguay","Uruguay",0,0,"2001",12083000,12083000,"2001"
"Venezuela","Uruguay",4569.68551328267,0,"2001",485066,12083000,"2001"
"Argentina","Venezuela",4709.22119899415,0,"2001",13500000,485066,"2001"
"Bolivia","Venezuela",2657.95864060761,0,"2001",7477123,485066,"2001"
"Brazil","Venezuela",2467.66256692768,0,"2001",14638925,485066,"2001"
"Chile","Venezuela",4731.36564349597,0,"2001",4090000,485066,"2001"
"Colombia","Venezuela",840.85503052881,0,"2001",2256030,485066,"2001"
"Ecuador","Venezuela",1657.06351856764,0,"2001",1976176,485066,"2001"
"Paraguay","Venezuela",3484.3757151894,0,"2001",406112,485066,"2001"
"Peru","Venezuela",2027.07639181003,0,"2001",14252613,485066,"2001"
"Uruguay","Venezuela",4569.68551328267,0,"2001",12083000,485066,"2001"
"Venezuela","Venezuela",9.50453877449036e-05,0,"2001",485066,485066,"2001"
"Argentina","Argentina",0,0,"2002",12400000,12400000,"2002"
"Bolivia","Argentina",2056.02752105864,0,"2002",7596897,12400000,"2002"
"Brazil","Argentina",2970.62008811255,0,"2002",14287200,12400000,"2002"
"Chile","Argentina",549.236062178285,0,"2002",4050000,12400000,"2002"
"Colombia","Argentina",4428.06221883752,0,"2002",2044670,12400000,"2002"
"Ecuador","Argentina",3999.3326249303,0,"2002",1109845,12400000,"2002"
"Paraguay","Argentina",1481.30586680423,0,"2002",410171,12400000,"2002"
"Peru","Argentina",3042.91337969977,0,"2002",14025400,12400000,"2002"
"Uruguay","Argentina",886.025785928525,0,"2002",10801000,12400000,"2002"
"Venezuela","Argentina",4709.22119899415,0,"2002",511784,12400000,"2002"
"Argentina","Bolivia",2056.02752105864,0,"2002",12400000,7596897,"2002"
"Bolivia","Bolivia",0,0,"2002",7596897,7596897,"2002"
"Brazil","Bolivia",1406.69570016608,0,"2002",14287200,7596897,"2002"
"Chile","Bolivia",2150.12404536596,0,"2002",4050000,7596897,"2002"
"Colombia","Bolivia",2474.21126193179,0,"2002",2044670,7596897,"2002"
"Ecuador","Bolivia",2272.50983152685,0,"2002",1109845,7596897,"2002"
"Paraguay","Bolivia",978.129744567879,0,"2002",410171,7596897,"2002"
"Peru","Bolivia",1346.81559926284,0,"2002",14025400,7596897,"2002"
"Uruguay","Bolivia",1988.1166048493,0,"2002",10801000,7596897,"2002"
"Venezuela","Bolivia",2657.95864060761,0,"2002",511784,7596897,"2002"
"Argentina","Brazil",2970.62008811255,0,"2002",12400000,14287200,"2002"
"Bolivia","Brazil",1406.69570016608,0,"2002",7596897,14287200,"2002"
"Brazil","Brazil",9.50453877449036e-05,0,"2002",14287200,14287200,"2002"
"Chile","Brazil",3263.9546339556,0,"2002",4050000,14287200,"2002"
"Colombia","Brazil",2751.42249501054,0,"2002",2044670,14287200,"2002"
"Ecuador","Brazil",2984.04262936217,0,"2002",1109845,14287200,"2002"
"Paraguay","Brazil",1489.69662074046,0,"2002",410171,14287200,"2002"
"Peru","Brazil",2335.42519419623,0,"2002",14025400,14287200,"2002"
"Uruguay","Brazil",2459.62642648411,0,"2002",10801000,14287200,"2002"
"Venezuela","Brazil",2467.66256692768,0,"2002",511784,14287200,"2002"
"Argentina","Chile",549.236062178285,3800,"2002",12400000,4050000,"2002"
"Bolivia","Chile",2150.12404536596,0,"2002",7596897,4050000,"2002"
"Brazil","Chile",3263.9546339556,0,"2002",14287200,4050000,"2002"
"Chile","Chile",0,0,"2002",4050000,4050000,"2002"
"Colombia","Chile",4348.83354270014,0,"2002",2044670,4050000,"2002"
"Ecuador","Chile",3824.43442207705,0,"2002",1109845,4050000,"2002"
"Paraguay","Chile",1812.53392353318,0,"2002",410171,4050000,"2002"
"Peru","Chile",2907.26314858048,0,"2002",14025400,4050000,"2002"
"Uruguay","Chile",1425.34334919956,0,"2002",10801000,4050000,"2002"
"Venezuela","Chile",4731.36564349597,0,"2002",511784,4050000,"2002"
"Argentina","Colombia",4428.06221883752,0,"2002",12400000,2044670,"2002"
"Bolivia","Colombia",2474.21126193179,0,"2002",7596897,2044670,"2002"
"Brazil","Colombia",2751.42249501054,0,"2002",14287200,2044670,"2002"
"Chile","Colombia",4348.83354270014,0,"2002",4050000,2044670,"2002"
"Colombia","Colombia",0,0,"2002",2044670,2044670,"2002"
"Ecuador","Colombia",840.344466338468,0,"2002",1109845,2044670,"2002"
"Paraguay","Colombia",3415.921941428,0,"2002",410171,2044670,"2002"
"Peru","Colombia",1462.40463082501,0,"2002",14025400,2044670,"2002"
"Uruguay","Colombia",4461.84126189406,0,"2002",10801000,2044670,"2002"
"Venezuela","Colombia",840.85503052881,0,"2002",511784,2044670,"2002"
"Argentina","Ecuador",3999.3326249303,0,"2002",12400000,1109845,"2002"
"Bolivia","Ecuador",2272.50983152685,0,"2002",7596897,1109845,"2002"
"Brazil","Ecuador",2984.04262936217,0,"2002",14287200,1109845,"2002"
"Chile","Ecuador",3824.43442207705,0,"2002",4050000,1109845,"2002"
"Colombia","Ecuador",840.344466338468,0,"2002",2044670,1109845,"2002"
"Ecuador","Ecuador",0,0,"2002",1109845,1109845,"2002"
"Paraguay","Ecuador",3250.23740422779,0,"2002",410171,1109845,"2002"
"Peru","Ecuador",970.593580094301,0,"2002",14025400,1109845,"2002"
"Uruguay","Ecuador",4202.77606287468,0,"2002",10801000,1109845,"2002"
"Venezuela","Ecuador",1657.06351856764,0,"2002",511784,1109845,"2002"
"Argentina","Paraguay",1481.30586680423,0,"2002",12400000,410171,"2002"
"Bolivia","Paraguay",978.129744567879,0,"2002",7596897,410171,"2002"
"Brazil","Paraguay",1489.69662074046,0,"2002",14287200,410171,"2002"
"Chile","Paraguay",1812.53392353318,0,"2002",4050000,410171,"2002"
"Colombia","Paraguay",3415.921941428,0,"2002",2044670,410171,"2002"
"Ecuador","Paraguay",3250.23740422779,0,"2002",1109845,410171,"2002"
"Paraguay","Paraguay",0,0,"2002",410171,410171,"2002"
"Peru","Paraguay",2313.14659568562,0,"2002",14025400,410171,"2002"
"Uruguay","Paraguay",1086.56070082819,0,"2002",10801000,410171,"2002"
"Venezuela","Paraguay",3484.3757151894,0,"2002",511784,410171,"2002"
"Argentina","Peru",3042.91337969977,0,"2002",12400000,14025400,"2002"
"Bolivia","Peru",1346.81559926284,0,"2002",7596897,14025400,"2002"
"Brazil","Peru",2335.42519419623,0,"2002",14287200,14025400,"2002"
"Chile","Peru",2907.26314858048,0,"2002",4050000,14025400,"2002"
"Colombia","Peru",1462.40463082501,0,"2002",2044670,14025400,"2002"
"Ecuador","Peru",970.593580094301,0,"2002",1109845,14025400,"2002"
"Paraguay","Peru",2313.14659568562,0,"2002",410171,14025400,"2002"
"Peru","Peru",0,0,"2002",14025400,14025400,"2002"
"Uruguay","Peru",3235.55515495335,0,"2002",10801000,14025400,"2002"
"Venezuela","Peru",2027.07639181003,0,"2002",511784,14025400,"2002"
"Argentina","Uruguay",886.025785928525,0,"2002",12400000,10801000,"2002"
"Bolivia","Uruguay",1988.1166048493,0,"2002",7596897,10801000,"2002"
"Brazil","Uruguay",2459.62642648411,0,"2002",14287200,10801000,"2002"
"Chile","Uruguay",1425.34334919956,0,"2002",4050000,10801000,"2002"
"Colombia","Uruguay",4461.84126189406,0,"2002",2044670,10801000,"2002"
"Ecuador","Uruguay",4202.77606287468,0,"2002",1109845,10801000,"2002"
"Paraguay","Uruguay",1086.56070082819,0,"2002",410171,10801000,"2002"
"Peru","Uruguay",3235.55515495335,0,"2002",14025400,10801000,"2002"
"Uruguay","Uruguay",0,0,"2002",10801000,10801000,"2002"
"Venezuela","Uruguay",4569.68551328267,0,"2002",511784,10801000,"2002"
"Argentina","Venezuela",4709.22119899415,0,"2002",12400000,511784,"2002"
"Bolivia","Venezuela",2657.95864060761,0,"2002",7596897,511784,"2002"
"Brazil","Venezuela",2467.66256692768,0,"2002",14287200,511784,"2002"
"Chile","Venezuela",4731.36564349597,0,"2002",4050000,511784,"2002"
"Colombia","Venezuela",840.85503052881,0,"2002",2044670,511784,"2002"
"Ecuador","Venezuela",1657.06351856764,0,"2002",1109845,511784,"2002"
"Paraguay","Venezuela",3484.3757151894,0,"2002",410171,511784,"2002"
"Peru","Venezuela",2027.07639181003,0,"2002",14025400,511784,"2002"
"Uruguay","Venezuela",4569.68551328267,0,"2002",10801000,511784,"2002"
"Venezuela","Venezuela",9.50453877449036e-05,0,"2002",511784,511784,"2002"
"Argentina","Argentina",0,0,"2003",13829000,13829000,"2003"
"Bolivia","Argentina",2056.02752105864,0,"2003",7723474,13829000,"2003"
"Brazil","Argentina",2970.62008811255,0,"2003",14556484,13829000,"2003"
"Chile","Argentina",549.236062178285,0,"2003",3750000,13829000,"2003"
"Colombia","Argentina",4428.06221883752,0,"2003",2000000,13829000,"2003"
"Ecuador","Argentina",3999.3326249303,0,"2003",1014321,13829000,"2003"
"Paraguay","Argentina",1481.30586680423,0,"2003",442985,13829000,"2003"
"Peru","Argentina",3042.91337969977,0,"2003",14752243,13829000,"2003"
"Uruguay","Argentina",886.025785928525,1920,"2003",9975000,13829000,"2003"
"Venezuela","Argentina",4709.22119899415,0,"2003",520225,13829000,"2003"
"Argentina","Bolivia",2056.02752105864,0,"2003",13829000,7723474,"2003"
"Bolivia","Bolivia",0,0,"2003",7723474,7723474,"2003"
"Brazil","Bolivia",1406.69570016608,0,"2003",14556484,7723474,"2003"
"Chile","Bolivia",2150.12404536596,0,"2003",3750000,7723474,"2003"
"Colombia","Bolivia",2474.21126193179,0,"2003",2000000,7723474,"2003"
"Ecuador","Bolivia",2272.50983152685,0,"2003",1014321,7723474,"2003"
"Paraguay","Bolivia",978.129744567879,0,"2003",442985,7723474,"2003"
"Peru","Bolivia",1346.81559926284,16,"2003",14752243,7723474,"2003"
"Uruguay","Bolivia",1988.1166048493,0,"2003",9975000,7723474,"2003"
"Venezuela","Bolivia",2657.95864060761,0,"2003",520225,7723474,"2003"
"Argentina","Brazil",2970.62008811255,0,"2003",13829000,14556484,"2003"
"Bolivia","Brazil",1406.69570016608,0,"2003",7723474,14556484,"2003"
"Brazil","Brazil",9.50453877449036e-05,0,"2003",14556484,14556484,"2003"
"Chile","Brazil",3263.9546339556,0,"2003",3750000,14556484,"2003"
"Colombia","Brazil",2751.42249501054,0,"2003",2000000,14556484,"2003"
"Ecuador","Brazil",2984.04262936217,0,"2003",1014321,14556484,"2003"
"Paraguay","Brazil",1489.69662074046,0,"2003",442985,14556484,"2003"
"Peru","Brazil",2335.42519419623,0,"2003",14752243,14556484,"2003"
"Uruguay","Brazil",2459.62642648411,8,"2003",9975000,14556484,"2003"
"Venezuela","Brazil",2467.66256692768,0,"2003",520225,14556484,"2003"
"Argentina","Chile",549.236062178285,10695,"2003",13829000,3750000,"2003"
"Bolivia","Chile",2150.12404536596,0,"2003",7723474,3750000,"2003"
"Brazil","Chile",3263.9546339556,0,"2003",14556484,3750000,"2003"
"Chile","Chile",0,0,"2003",3750000,3750000,"2003"
"Colombia","Chile",4348.83354270014,0,"2003",2000000,3750000,"2003"
"Ecuador","Chile",3824.43442207705,0,"2003",1014321,3750000,"2003"
"Paraguay","Chile",1812.53392353318,0,"2003",442985,3750000,"2003"
"Peru","Chile",2907.26314858048,0,"2003",14752243,3750000,"2003"
"Uruguay","Chile",1425.34334919956,0,"2003",9975000,3750000,"2003"
"Venezuela","Chile",4731.36564349597,0,"2003",520225,3750000,"2003"
"Argentina","Colombia",4428.06221883752,0,"2003",13829000,2000000,"2003"
"Bolivia","Colombia",2474.21126193179,0,"2003",7723474,2000000,"2003"
