"from","to","distance","flow","year","popFrom","popTo","year.1"
"Chile","Ecuador",3824.43442207705,0,"1992",3557480,4682000,"1992"
"Colombia","Ecuador",840.344466338468,0,"1992",24772496,4682000,"1992"
"Ecuador","Ecuador",0,0,"1992",4682000,4682000,"1992"
"Paraguay","Ecuador",3250.23740422779,0,"1992",7886000,4682000,"1992"
"Peru","Ecuador",970.593580094301,17,"1992",3972000,4682000,"1992"
"Uruguay","Ecuador",4202.77606287468,0,"1992",9670000,4682000,"1992"
"Venezuela","Ecuador",1657.06351856764,0,"1992",13648000,4682000,"1992"
"Argentina","Paraguay",1481.30586680423,804,"1992",53011000,7886000,"1992"
"Bolivia","Paraguay",978.129744567879,0,"1992",5349406,7886000,"1992"
"Brazil","Paraguay",1489.69662074046,11,"1992",154228992,7886000,"1992"
"Chile","Paraguay",1812.53392353318,0,"1992",3557480,7886000,"1992"
"Colombia","Paraguay",3415.921941428,0,"1992",24772496,7886000,"1992"
"Ecuador","Paraguay",3250.23740422779,0,"1992",4682000,7886000,"1992"
"Paraguay","Paraguay",0,0,"1992",7886000,7886000,"1992"
"Peru","Paraguay",2313.14659568562,0,"1992",3972000,7886000,"1992"
"Uruguay","Paraguay",1086.56070082819,1047,"1992",9670000,7886000,"1992"
"Venezuela","Paraguay",3484.3757151894,0,"1992",13648000,7886000,"1992"
"Argentina","Peru",3042.91337969977,0,"1992",53011000,3972000,"1992"
"Bolivia","Peru",1346.81559926284,0,"1992",5349406,3972000,"1992"
"Brazil","Peru",2335.42519419623,15,"1992",154228992,3972000,"1992"
"Chile","Peru",2907.26314858048,0,"1992",3557480,3972000,"1992"
"Colombia","Peru",1462.40463082501,0,"1992",24772496,3972000,"1992"
"Ecuador","Peru",970.593580094301,286,"1992",4682000,3972000,"1992"
"Paraguay","Peru",2313.14659568562,0,"1992",7886000,3972000,"1992"
"Peru","Peru",0,16,"1992",3972000,3972000,"1992"
"Uruguay","Peru",3235.55515495335,0,"1992",9670000,3972000,"1992"
"Venezuela","Peru",2027.07639181003,0,"1992",13648000,3972000,"1992"
"Argentina","Uruguay",886.025785928525,720,"1992",53011000,9670000,"1992"
"Bolivia","Uruguay",1988.1166048493,0,"1992",5349406,9670000,"1992"
"Brazil","Uruguay",2459.62642648411,66,"1992",154228992,9670000,"1992"
"Chile","Uruguay",1425.34334919956,0,"1992",3557480,9670000,"1992"
"Colombia","Uruguay",4461.84126189406,0,"1992",24772496,9670000,"1992"
"Ecuador","Uruguay",4202.77606287468,0,"1992",4682000,9670000,"1992"
"Paraguay","Uruguay",1086.56070082819,12,"1992",7886000,9670000,"1992"
"Peru","Uruguay",3235.55515495335,0,"1992",3972000,9670000,"1992"
"Uruguay","Uruguay",0,0,"1992",9670000,9670000,"1992"
"Venezuela","Uruguay",4569.68551328267,0,"1992",13648000,9670000,"1992"
"Argentina","Venezuela",4709.22119899415,0,"1992",53011000,13648000,"1992"
"Bolivia","Venezuela",2657.95864060761,0,"1992",5349406,13648000,"1992"
"Brazil","Venezuela",2467.66256692768,0,"1992",154228992,13648000,"1992"
"Chile","Venezuela",4731.36564349597,0,"1992",3557480,13648000,"1992"
"Colombia","Venezuela",840.85503052881,55298,"1992",24772496,13648000,"1992"
"Ecuador","Venezuela",1657.06351856764,0,"1992",4682000,13648000,"1992"
"Paraguay","Venezuela",3484.3757151894,0,"1992",7886000,13648000,"1992"
"Peru","Venezuela",2027.07639181003,0,"1992",3972000,13648000,"1992"
"Uruguay","Venezuela",4569.68551328267,0,"1992",9670000,13648000,"1992"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1992",13648000,13648000,"1992"
"Argentina","Argentina",0,0,"1993",52665200,52665200,"1993"
"Bolivia","Argentina",2056.02752105864,0,"1993",5463082,52665200,"1993"
"Brazil","Argentina",2970.62008811255,1014,"1993",155134096,52665200,"1993"
"Chile","Argentina",549.236062178285,889,"1993",3691730,52665200,"1993"
"Colombia","Argentina",4428.06221883752,0,"1993",25324000,52665200,"1993"
"Ecuador","Argentina",3999.3326249303,0,"1993",4803000,52665200,"1993"
"Paraguay","Argentina",1481.30586680423,0,"1993",8600000,52665200,"1993"
"Peru","Argentina",3042.91337969977,0,"1993",3954900,52665200,"1993"
"Uruguay","Argentina",886.025785928525,1443,"1993",10217000,52665200,"1993"
"Venezuela","Argentina",4709.22119899415,0,"1993",13325000,52665200,"1993"
"Argentina","Bolivia",2056.02752105864,3068,"1993",52665200,5463082,"1993"
"Bolivia","Bolivia",0,0,"1993",5463082,5463082,"1993"
"Brazil","Bolivia",1406.69570016608,540,"1993",155134096,5463082,"1993"
"Chile","Bolivia",2150.12404536596,0,"1993",3691730,5463082,"1993"
"Colombia","Bolivia",2474.21126193179,0,"1993",25324000,5463082,"1993"
"Ecuador","Bolivia",2272.50983152685,0,"1993",4803000,5463082,"1993"
"Paraguay","Bolivia",978.129744567879,67,"1993",8600000,5463082,"1993"
"Peru","Bolivia",1346.81559926284,23,"1993",3954900,5463082,"1993"
"Uruguay","Bolivia",1988.1166048493,109,"1993",10217000,5463082,"1993"
"Venezuela","Bolivia",2657.95864060761,0,"1993",13325000,5463082,"1993"
"Argentina","Brazil",2970.62008811255,3983,"1993",52665200,155134096,"1993"
"Bolivia","Brazil",1406.69570016608,3000,"1993",5463082,155134096,"1993"
"Brazil","Brazil",9.50453877449036e-05,0,"1993",155134096,155134096,"1993"
"Chile","Brazil",3263.9546339556,0,"1993",3691730,155134096,"1993"
"Colombia","Brazil",2751.42249501054,0,"1993",25324000,155134096,"1993"
"Ecuador","Brazil",2984.04262936217,0,"1993",4803000,155134096,"1993"
"Paraguay","Brazil",1489.69662074046,38058,"1993",8600000,155134096,"1993"
"Peru","Brazil",2335.42519419623,0,"1993",3954900,155134096,"1993"
"Uruguay","Brazil",2459.62642648411,33165,"1993",10217000,155134096,"1993"
"Venezuela","Brazil",2467.66256692768,0,"1993",13325000,155134096,"1993"
"Argentina","Chile",549.236062178285,0,"1993",52665200,3691730,"1993"
"Bolivia","Chile",2150.12404536596,0,"1993",5463082,3691730,"1993"
"Brazil","Chile",3263.9546339556,0,"1993",155134096,3691730,"1993"
"Chile","Chile",0,0,"1993",3691730,3691730,"1993"
"Colombia","Chile",4348.83354270014,0,"1993",25324000,3691730,"1993"
"Ecuador","Chile",3824.43442207705,0,"1993",4803000,3691730,"1993"
"Paraguay","Chile",1812.53392353318,0,"1993",8600000,3691730,"1993"
"Peru","Chile",2907.26314858048,0,"1993",3954900,3691730,"1993"
"Uruguay","Chile",1425.34334919956,0,"1993",10217000,3691730,"1993"
"Venezuela","Chile",4731.36564349597,0,"1993",13325000,3691730,"1993"
"Argentina","Colombia",4428.06221883752,0,"1993",52665200,25324000,"1993"
"Bolivia","Colombia",2474.21126193179,0,"1993",5463082,25324000,"1993"
"Brazil","Colombia",2751.42249501054,91,"1993",155134096,25324000,"1993"
"Chile","Colombia",4348.83354270014,0,"1993",3691730,25324000,"1993"
"Colombia","Colombia",0,0,"1993",25324000,25324000,"1993"
"Ecuador","Colombia",840.344466338468,5467,"1993",4803000,25324000,"1993"
"Paraguay","Colombia",3415.921941428,0,"1993",8600000,25324000,"1993"
"Peru","Colombia",1462.40463082501,0,"1993",3954900,25324000,"1993"
"Uruguay","Colombia",4461.84126189406,0,"1993",10217000,25324000,"1993"
"Venezuela","Colombia",840.85503052881,2457,"1993",13325000,25324000,"1993"
"Argentina","Ecuador",3999.3326249303,0,"1993",52665200,4803000,"1993"
"Bolivia","Ecuador",2272.50983152685,0,"1993",5463082,4803000,"1993"
"Brazil","Ecuador",2984.04262936217,0,"1993",155134096,4803000,"1993"
"Chile","Ecuador",3824.43442207705,0,"1993",3691730,4803000,"1993"
"Colombia","Ecuador",840.344466338468,0,"1993",25324000,4803000,"1993"
"Ecuador","Ecuador",0,0,"1993",4803000,4803000,"1993"
"Paraguay","Ecuador",3250.23740422779,0,"1993",8600000,4803000,"1993"
"Peru","Ecuador",970.593580094301,11,"1993",3954900,4803000,"1993"
"Uruguay","Ecuador",4202.77606287468,0,"1993",10217000,4803000,"1993"
"Venezuela","Ecuador",1657.06351856764,0,"1993",13325000,4803000,"1993"
"Argentina","Paraguay",1481.30586680423,4931,"1993",52665200,8600000,"1993"
"Bolivia","Paraguay",978.129744567879,0,"1993",5463082,8600000,"1993"
"Brazil","Paraguay",1489.69662074046,116,"1993",155134096,8600000,"1993"
"Chile","Paraguay",1812.53392353318,0,"1993",3691730,8600000,"1993"
"Colombia","Paraguay",3415.921941428,0,"1993",25324000,8600000,"1993"
"Ecuador","Paraguay",3250.23740422779,0,"1993",4803000,8600000,"1993"
"Paraguay","Paraguay",0,0,"1993",8600000,8600000,"1993"
"Peru","Paraguay",2313.14659568562,0,"1993",3954900,8600000,"1993"
"Uruguay","Paraguay",1086.56070082819,1139,"1993",10217000,8600000,"1993"
"Venezuela","Paraguay",3484.3757151894,0,"1993",13325000,8600000,"1993"
"Argentina","Peru",3042.91337969977,0,"1993",52665200,3954900,"1993"
"Bolivia","Peru",1346.81559926284,0,"1993",5463082,3954900,"1993"
"Brazil","Peru",2335.42519419623,384,"1993",155134096,3954900,"1993"
"Chile","Peru",2907.26314858048,0,"1993",3691730,3954900,"1993"
"Colombia","Peru",1462.40463082501,32,"1993",25324000,3954900,"1993"
"Ecuador","Peru",970.593580094301,1106,"1993",4803000,3954900,"1993"
"Paraguay","Peru",2313.14659568562,0,"1993",8600000,3954900,"1993"
"Peru","Peru",0,0,"1993",3954900,3954900,"1993"
"Uruguay","Peru",3235.55515495335,0,"1993",10217000,3954900,"1993"
"Venezuela","Peru",2027.07639181003,0,"1993",13325000,3954900,"1993"
"Argentina","Uruguay",886.025785928525,101,"1993",52665200,10217000,"1993"
"Bolivia","Uruguay",1988.1166048493,0,"1993",5463082,10217000,"1993"
"Brazil","Uruguay",2459.62642648411,22,"1993",155134096,10217000,"1993"
"Chile","Uruguay",1425.34334919956,0,"1993",3691730,10217000,"1993"
"Colombia","Uruguay",4461.84126189406,0,"1993",25324000,10217000,"1993"
"Ecuador","Uruguay",4202.77606287468,0,"1993",4803000,10217000,"1993"
"Paraguay","Uruguay",1086.56070082819,0,"1993",8600000,10217000,"1993"
"Peru","Uruguay",3235.55515495335,0,"1993",3954900,10217000,"1993"
"Uruguay","Uruguay",0,0,"1993",10217000,10217000,"1993"
"Venezuela","Uruguay",4569.68551328267,0,"1993",13325000,10217000,"1993"
"Argentina","Venezuela",4709.22119899415,0,"1993",52665200,13325000,"1993"
"Bolivia","Venezuela",2657.95864060761,0,"1993",5463082,13325000,"1993"
"Brazil","Venezuela",2467.66256692768,24,"1993",155134096,13325000,"1993"
"Chile","Venezuela",4731.36564349597,0,"1993",3691730,13325000,"1993"
"Colombia","Venezuela",840.85503052881,5069,"1993",25324000,13325000,"1993"
"Ecuador","Venezuela",1657.06351856764,0,"1993",4803000,13325000,"1993"
"Paraguay","Venezuela",3484.3757151894,0,"1993",8600000,13325000,"1993"
"Peru","Venezuela",2027.07639181003,0,"1993",3954900,13325000,"1993"
"Uruguay","Venezuela",4569.68551328267,0,"1993",10217000,13325000,"1993"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1993",13325000,13325000,"1993"
"Argentina","Argentina",0,0,"1994",53156952,53156952,"1994"
"Bolivia","Argentina",2056.02752105864,0,"1994",5603739,53156952,"1994"
"Brazil","Argentina",2970.62008811255,0,"1994",158243200,53156952,"1994"
"Chile","Argentina",549.236062178285,2121,"1994",3814242,53156952,"1994"
"Colombia","Argentina",4428.06221883752,0,"1994",25634000,53156952,"1994"
"Ecuador","Argentina",3999.3326249303,0,"1994",4937000,53156952,"1994"
"Paraguay","Argentina",1481.30586680423,0,"1994",9100000,53156952,"1994"
"Peru","Argentina",3042.91337969977,0,"1994",4061685,53156952,"1994"
"Uruguay","Argentina",886.025785928525,681,"1994",10511000,53156952,"1994"
"Venezuela","Argentina",4709.22119899415,0,"1994",13796000,53156952,"1994"
"Argentina","Bolivia",2056.02752105864,22681,"1994",53156952,5603739,"1994"
"Bolivia","Bolivia",0,0,"1994",5603739,5603739,"1994"
"Brazil","Bolivia",1406.69570016608,108,"1994",158243200,5603739,"1994"
"Chile","Bolivia",2150.12404536596,0,"1994",3814242,5603739,"1994"
"Colombia","Bolivia",2474.21126193179,0,"1994",25634000,5603739,"1994"
"Ecuador","Bolivia",2272.50983152685,0,"1994",4937000,5603739,"1994"
"Paraguay","Bolivia",978.129744567879,317,"1994",9100000,5603739,"1994"
"Peru","Bolivia",1346.81559926284,0,"1994",4061685,5603739,"1994"
"Uruguay","Bolivia",1988.1166048493,0,"1994",10511000,5603739,"1994"
"Venezuela","Bolivia",2657.95864060761,0,"1994",13796000,5603739,"1994"
"Argentina","Brazil",2970.62008811255,25886,"1994",53156952,158243200,"1994"
"Bolivia","Brazil",1406.69570016608,14808,"1994",5603739,158243200,"1994"
"Brazil","Brazil",9.50453877449036e-05,0,"1994",158243200,158243200,"1994"
"Chile","Brazil",3263.9546339556,0,"1994",3814242,158243200,"1994"
"Colombia","Brazil",2751.42249501054,0,"1994",25634000,158243200,"1994"
"Ecuador","Brazil",2984.04262936217,0,"1994",4937000,158243200,"1994"
"Paraguay","Brazil",1489.69662074046,64320,"1994",9100000,158243200,"1994"
"Peru","Brazil",2335.42519419623,0,"1994",4061685,158243200,"1994"
"Uruguay","Brazil",2459.62642648411,195593,"1994",10511000,158243200,"1994"
"Venezuela","Brazil",2467.66256692768,0,"1994",13796000,158243200,"1994"
"Argentina","Chile",549.236062178285,0,"1994",53156952,3814242,"1994"
"Bolivia","Chile",2150.12404536596,0,"1994",5603739,3814242,"1994"
"Brazil","Chile",3263.9546339556,0,"1994",158243200,3814242,"1994"
"Chile","Chile",0,0,"1994",3814242,3814242,"1994"
"Colombia","Chile",4348.83354270014,0,"1994",25634000,3814242,"1994"
"Ecuador","Chile",3824.43442207705,0,"1994",4937000,3814242,"1994"
"Paraguay","Chile",1812.53392353318,0,"1994",9100000,3814242,"1994"
"Peru","Chile",2907.26314858048,0,"1994",4061685,3814242,"1994"
"Uruguay","Chile",1425.34334919956,0,"1994",10511000,3814242,"1994"
"Venezuela","Chile",4731.36564349597,0,"1994",13796000,3814242,"1994"
"Argentina","Colombia",4428.06221883752,0,"1994",53156952,25634000,"1994"
"Bolivia","Colombia",2474.21126193179,0,"1994",5603739,25634000,"1994"
"Brazil","Colombia",2751.42249501054,259,"1994",158243200,25634000,"1994"
"Chile","Colombia",4348.83354270014,0,"1994",3814242,25634000,"1994"
"Colombia","Colombia",0,1028,"1994",25634000,25634000,"1994"
"Ecuador","Colombia",840.344466338468,3037,"1994",4937000,25634000,"1994"
"Paraguay","Colombia",3415.921941428,0,"1994",9100000,25634000,"1994"
"Peru","Colombia",1462.40463082501,0,"1994",4061685,25634000,"1994"
"Uruguay","Colombia",4461.84126189406,0,"1994",10511000,25634000,"1994"
"Venezuela","Colombia",840.85503052881,68014,"1994",13796000,25634000,"1994"
"Argentina","Ecuador",3999.3326249303,0,"1994",53156952,4937000,"1994"
"Bolivia","Ecuador",2272.50983152685,0,"1994",5603739,4937000,"1994"
"Brazil","Ecuador",2984.04262936217,0,"1994",158243200,4937000,"1994"
"Chile","Ecuador",3824.43442207705,0,"1994",3814242,4937000,"1994"
"Colombia","Ecuador",840.344466338468,0,"1994",25634000,4937000,"1994"
"Ecuador","Ecuador",0,0,"1994",4937000,4937000,"1994"
"Paraguay","Ecuador",3250.23740422779,0,"1994",9100000,4937000,"1994"
"Peru","Ecuador",970.593580094301,0,"1994",4061685,4937000,"1994"
"Uruguay","Ecuador",4202.77606287468,0,"1994",10511000,4937000,"1994"
"Venezuela","Ecuador",1657.06351856764,0,"1994",13796000,4937000,"1994"
"Argentina","Paraguay",1481.30586680423,322374,"1994",53156952,9100000,"1994"
"Bolivia","Paraguay",978.129744567879,0,"1994",5603739,9100000,"1994"
"Brazil","Paraguay",1489.69662074046,25,"1994",158243200,9100000,"1994"
"Chile","Paraguay",1812.53392353318,234,"1994",3814242,9100000,"1994"
"Colombia","Paraguay",3415.921941428,0,"1994",25634000,9100000,"1994"
"Ecuador","Paraguay",3250.23740422779,0,"1994",4937000,9100000,"1994"
"Paraguay","Paraguay",0,0,"1994",9100000,9100000,"1994"
"Peru","Paraguay",2313.14659568562,0,"1994",4061685,9100000,"1994"
"Uruguay","Paraguay",1086.56070082819,1842,"1994",10511000,9100000,"1994"
"Venezuela","Paraguay",3484.3757151894,0,"1994",13796000,9100000,"1994"
"Argentina","Peru",3042.91337969977,72,"1994",53156952,4061685,"1994"
"Bolivia","Peru",1346.81559926284,0,"1994",5603739,4061685,"1994"
"Brazil","Peru",2335.42519419623,487,"1994",158243200,4061685,"1994"
"Chile","Peru",2907.26314858048,0,"1994",3814242,4061685,"1994"
"Colombia","Peru",1462.40463082501,0,"1994",25634000,4061685,"1994"
"Ecuador","Peru",970.593580094301,4675,"1994",4937000,4061685,"1994"
"Paraguay","Peru",2313.14659568562,0,"1994",9100000,4061685,"1994"
"Peru","Peru",0,0,"1994",4061685,4061685,"1994"
"Uruguay","Peru",3235.55515495335,0,"1994",10511000,4061685,"1994"
"Venezuela","Peru",2027.07639181003,0,"1994",13796000,4061685,"1994"
"Argentina","Uruguay",886.025785928525,54,"1994",53156952,10511000,"1994"
"Bolivia","Uruguay",1988.1166048493,0,"1994",5603739,10511000,"1994"
"Brazil","Uruguay",2459.62642648411,0,"1994",158243200,10511000,"1994"
"Chile","Uruguay",1425.34334919956,0,"1994",3814242,10511000,"1994"
"Colombia","Uruguay",4461.84126189406,0,"1994",25634000,10511000,"1994"
"Ecuador","Uruguay",4202.77606287468,0,"1994",4937000,10511000,"1994"
"Paraguay","Uruguay",1086.56070082819,0,"1994",9100000,10511000,"1994"
"Peru","Uruguay",3235.55515495335,0,"1994",4061685,10511000,"1994"
"Uruguay","Uruguay",0,0,"1994",10511000,10511000,"1994"
"Venezuela","Uruguay",4569.68551328267,0,"1994",13796000,10511000,"1994"
"Argentina","Venezuela",4709.22119899415,0,"1994",53156952,13796000,"1994"
"Bolivia","Venezuela",2657.95864060761,0,"1994",5603739,13796000,"1994"
"Brazil","Venezuela",2467.66256692768,0,"1994",158243200,13796000,"1994"
"Chile","Venezuela",4731.36564349597,0,"1994",3814242,13796000,"1994"
"Colombia","Venezuela",840.85503052881,97,"1994",25634000,13796000,"1994"
"Ecuador","Venezuela",1657.06351856764,0,"1994",4937000,13796000,"1994"
"Paraguay","Venezuela",3484.3757151894,0,"1994",9100000,13796000,"1994"
"Peru","Venezuela",2027.07639181003,0,"1994",4061685,13796000,"1994"
"Uruguay","Venezuela",4569.68551328267,0,"1994",10511000,13796000,"1994"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1994",13796000,13796000,"1994"
"Argentina","Argentina",0,0,"1995",52648600,52648600,"1995"
"Bolivia","Argentina",2056.02752105864,0,"1995",5737977,52648600,"1995"
"Brazil","Argentina",2970.62008811255,0,"1995",161227936,52648600,"1995"
"Chile","Argentina",549.236062178285,1042,"1995",3858248,52648600,"1995"
"Colombia","Argentina",4428.06221883752,0,"1995",25551400,52648600,"1995"
"Ecuador","Argentina",3999.3326249303,0,"1995",4995000,52648600,"1995"
"Paraguay","Argentina",1481.30586680423,110,"1995",9788400,52648600,"1995"
"Peru","Argentina",3042.91337969977,0,"1995",4512832,52648600,"1995"
"Uruguay","Argentina",886.025785928525,524,"1995",10450000,52648600,"1995"
"Venezuela","Argentina",4709.22119899415,0,"1995",13950403,52648600,"1995"
"Argentina","Bolivia",2056.02752105864,38737,"1995",52648600,5737977,"1995"
"Bolivia","Bolivia",0,0,"1995",5737977,5737977,"1995"
"Brazil","Bolivia",1406.69570016608,1199,"1995",161227936,5737977,"1995"
"Chile","Bolivia",2150.12404536596,0,"1995",3858248,5737977,"1995"
"Colombia","Bolivia",2474.21126193179,0,"1995",25551400,5737977,"1995"
"Ecuador","Bolivia",2272.50983152685,0,"1995",4995000,5737977,"1995"
"Paraguay","Bolivia",978.129744567879,0,"1995",9788400,5737977,"1995"
"Peru","Bolivia",1346.81559926284,0,"1995",4512832,5737977,"1995"
"Uruguay","Bolivia",1988.1166048493,249,"1995",10450000,5737977,"1995"
"Venezuela","Bolivia",2657.95864060761,0,"1995",13950403,5737977,"1995"
"Argentina","Brazil",2970.62008811255,97308,"1995",52648600,161227936,"1995"
"Bolivia","Brazil",1406.69570016608,1508,"1995",5737977,161227936,"1995"
"Brazil","Brazil",9.50453877449036e-05,0,"1995",161227936,161227936,"1995"
"Chile","Brazil",3263.9546339556,0,"1995",3858248,161227936,"1995"
"Colombia","Brazil",2751.42249501054,0,"1995",25551400,161227936,"1995"
"Ecuador","Brazil",2984.04262936217,0,"1995",4995000,161227936,"1995"
"Paraguay","Brazil",1489.69662074046,48002,"1995",9788400,161227936,"1995"
"Peru","Brazil",2335.42519419623,0,"1995",4512832,161227936,"1995"
"Uruguay","Brazil",2459.62642648411,209386,"1995",10450000,161227936,"1995"
"Venezuela","Brazil",2467.66256692768,0,"1995",13950403,161227936,"1995"
"Argentina","Chile",549.236062178285,0,"1995",52648600,3858248,"1995"
"Bolivia","Chile",2150.12404536596,0,"1995",5737977,3858248,"1995"
"Brazil","Chile",3263.9546339556,0,"1995",161227936,3858248,"1995"
"Chile","Chile",0,0,"1995",3858248,3858248,"1995"
"Colombia","Chile",4348.83354270014,0,"1995",25551400,3858248,"1995"
"Ecuador","Chile",3824.43442207705,0,"1995",4995000,3858248,"1995"
"Paraguay","Chile",1812.53392353318,0,"1995",9788400,3858248,"1995"
"Peru","Chile",2907.26314858048,0,"1995",4512832,3858248,"1995"
"Uruguay","Chile",1425.34334919956,0,"1995",10450000,3858248,"1995"
"Venezuela","Chile",4731.36564349597,0,"1995",13950403,3858248,"1995"
"Argentina","Colombia",4428.06221883752,0,"1995",52648600,25551400,"1995"
"Bolivia","Colombia",2474.21126193179,0,"1995",5737977,25551400,"1995"
"Brazil","Colombia",2751.42249501054,257,"1995",161227936,25551400,"1995"
"Chile","Colombia",4348.83354270014,0,"1995",3858248,25551400,"1995"
"Colombia","Colombia",0,788,"1995",25551400,25551400,"1995"
"Ecuador","Colombia",840.344466338468,4388,"1995",4995000,25551400,"1995"
"Paraguay","Colombia",3415.921941428,0,"1995",9788400,25551400,"1995"
"Peru","Colombia",1462.40463082501,0,"1995",4512832,25551400,"1995"
"Uruguay","Colombia",4461.84126189406,0,"1995",10450000,25551400,"1995"
"Venezuela","Colombia",840.85503052881,122,"1995",13950403,25551400,"1995"
"Argentina","Ecuador",3999.3326249303,0,"1995",52648600,4995000,"1995"
"Bolivia","Ecuador",2272.50983152685,0,"1995",5737977,4995000,"1995"
"Brazil","Ecuador",2984.04262936217,0,"1995",161227936,4995000,"1995"
"Chile","Ecuador",3824.43442207705,0,"1995",3858248,4995000,"1995"
"Colombia","Ecuador",840.344466338468,0,"1995",25551400,4995000,"1995"
"Ecuador","Ecuador",0,0,"1995",4995000,4995000,"1995"
"Paraguay","Ecuador",3250.23740422779,0,"1995",9788400,4995000,"1995"
"Peru","Ecuador",970.593580094301,0,"1995",4512832,4995000,"1995"
"Uruguay","Ecuador",4202.77606287468,0,"1995",10450000,4995000,"1995"
"Venezuela","Ecuador",1657.06351856764,0,"1995",13950403,4995000,"1995"
"Argentina","Paraguay",1481.30586680423,251530,"1995",52648600,9788400,"1995"
"Bolivia","Paraguay",978.129744567879,0,"1995",5737977,9788400,"1995"
"Brazil","Paraguay",1489.69662074046,11,"1995",161227936,9788400,"1995"
"Chile","Paraguay",1812.53392353318,0,"1995",3858248,9788400,"1995"
"Colombia","Paraguay",3415.921941428,0,"1995",25551400,9788400,"1995"
"Ecuador","Paraguay",3250.23740422779,0,"1995",4995000,9788400,"1995"
"Paraguay","Paraguay",0,0,"1995",9788400,9788400,"1995"
"Peru","Paraguay",2313.14659568562,0,"1995",4512832,9788400,"1995"
"Uruguay","Paraguay",1086.56070082819,2609,"1995",10450000,9788400,"1995"
"Venezuela","Paraguay",3484.3757151894,0,"1995",13950403,9788400,"1995"
"Argentina","Peru",3042.91337969977,892,"1995",52648600,4512832,"1995"
"Bolivia","Peru",1346.81559926284,0,"1995",5737977,4512832,"1995"
"Brazil","Peru",2335.42519419623,88,"1995",161227936,4512832,"1995"
"Chile","Peru",2907.26314858048,0,"1995",3858248,4512832,"1995"
"Colombia","Peru",1462.40463082501,0,"1995",25551400,4512832,"1995"
"Ecuador","Peru",970.593580094301,1776,"1995",4995000,4512832,"1995"
"Paraguay","Peru",2313.14659568562,0,"1995",9788400,4512832,"1995"
"Peru","Peru",0,0,"1995",4512832,4512832,"1995"
"Uruguay","Peru",3235.55515495335,242,"1995",10450000,4512832,"1995"
"Venezuela","Peru",2027.07639181003,0,"1995",13950403,4512832,"1995"
"Argentina","Uruguay",886.025785928525,0,"1995",52648600,10450000,"1995"
"Bolivia","Uruguay",1988.1166048493,0,"1995",5737977,10450000,"1995"
"Brazil","Uruguay",2459.62642648411,0,"1995",161227936,10450000,"1995"
"Chile","Uruguay",1425.34334919956,0,"1995",3858248,10450000,"1995"
"Colombia","Uruguay",4461.84126189406,0,"1995",25551400,10450000,"1995"
"Ecuador","Uruguay",4202.77606287468,0,"1995",4995000,10450000,"1995"
"Paraguay","Uruguay",1086.56070082819,0,"1995",9788400,10450000,"1995"
"Peru","Uruguay",3235.55515495335,0,"1995",4512832,10450000,"1995"
"Uruguay","Uruguay",0,0,"1995",10450000,10450000,"1995"
"Venezuela","Uruguay",4569.68551328267,0,"1995",13950403,10450000,"1995"
"Argentina","Venezuela",4709.22119899415,0,"1995",52648600,13950403,"1995"
"Bolivia","Venezuela",2657.95864060761,0,"1995",5737977,13950403,"1995"
"Brazil","Venezuela",2467.66256692768,0,"1995",161227936,13950403,"1995"
"Chile","Venezuela",4731.36564349597,0,"1995",3858248,13950403,"1995"
"Colombia","Venezuela",840.85503052881,21851,"1995",25551400,13950403,"1995"
"Ecuador","Venezuela",1657.06351856764,0,"1995",4995000,13950403,"1995"
"Paraguay","Venezuela",3484.3757151894,0,"1995",9788400,13950403,"1995"
"Peru","Venezuela",2027.07639181003,0,"1995",4512832,13950403,"1995"
"Uruguay","Venezuela",4569.68551328267,0,"1995",10450000,13950403,"1995"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1995",13950403,13950403,"1995"
"Argentina","Argentina",0,0,"1996",50829700,50829700,"1996"
"Bolivia","Argentina",2056.02752105864,0,"1996",5886283,50829700,"1996"
"Brazil","Argentina",2970.62008811255,0,"1996",158288544,50829700,"1996"
"Chile","Argentina",549.236062178285,594,"1996",3913593,50829700,"1996"
"Colombia","Argentina",4428.06221883752,0,"1996",26088000,50829700,"1996"
"Ecuador","Argentina",3999.3326249303,0,"1996",5105412,50829700,"1996"
"Paraguay","Argentina",1481.30586680423,31,"1996",9764524,50829700,"1996"
"Peru","Argentina",3042.91337969977,0,"1996",4645660,50829700,"1996"
"Uruguay","Argentina",886.025785928525,5,"1996",10651000,50829700,"1996"
"Venezuela","Argentina",4709.22119899415,0,"1996",14016307,50829700,"1996"
"Argentina","Bolivia",2056.02752105864,18214,"1996",50829700,5886283,"1996"
"Bolivia","Bolivia",0,0,"1996",5886283,5886283,"1996"
"Brazil","Bolivia",1406.69570016608,70,"1996",158288544,5886283,"1996"
"Chile","Bolivia",2150.12404536596,18,"1996",3913593,5886283,"1996"
"Colombia","Bolivia",2474.21126193179,0,"1996",26088000,5886283,"1996"
"Ecuador","Bolivia",2272.50983152685,0,"1996",5105412,5886283,"1996"
"Paraguay","Bolivia",978.129744567879,28,"1996",9764524,5886283,"1996"
"Peru","Bolivia",1346.81559926284,0,"1996",4645660,5886283,"1996"
"Uruguay","Bolivia",1988.1166048493,141,"1996",10651000,5886283,"1996"
