state	c_allTransitions[1]
3.791E7	23.0
3.792E7	25.0
3.793E7	30.0
3.794E7	28.0
3.795E7	26.0
3.796E7	25.0
3.797E7	25.0
3.798E7	24.0
3.799E7	24.0
3.8E7	36.0
3.801E7	30.0
3.802E7	35.0
3.803E7	26.0
3.804E7	25.0
3.805E7	24.0
3.806E7	25.0
3.807E7	24.0
3.808E7	33.0
3.809E7	28.0
3.81E7	26.0
3.811E7	27.0
3.812E7	28.0
3.813E7	25.0
3.814E7	26.0
3.815E7	27.0
3.816E7	28.0
3.817E7	26.0
3.818E7	25.0
3.819E7	28.0
3.82E7	24.0
3.821E7	23.0
3.822E7	26.0
3.823E7	24.0
3.824E7	24.0
3.825E7	25.0
3.826E7	27.0
3.827E7	24.0
3.828E7	27.0
3.829E7	24.0
3.83E7	27.0
3.831E7	27.0
3.832E7	27.0
3.833E7	25.0
3.834E7	25.0
3.835E7	27.0
3.836E7	30.0
3.837E7	25.0
3.838E7	30.0
3.839E7	23.0
3.84E7	24.0
3.841E7	27.0
3.842E7	24.0
3.843E7	26.0
3.844E7	24.0
3.845E7	26.0
3.846E7	27.0
3.847E7	25.0
3.848E7	26.0
3.849E7	28.0
3.85E7	27.0
3.851E7	32.0
3.852E7	27.0
3.853E7	25.0
3.854E7	26.0
3.855E7	25.0
3.856E7	24.0
3.857E7	25.0
3.858E7	25.0
3.859E7	25.0
3.86E7	25.0
3.861E7	30.0
3.862E7	28.0
3.863E7	33.0
3.864E7	25.0
3.865E7	26.0
3.866E7	28.0
3.867E7	26.0
3.868E7	26.0
3.869E7	27.0
3.87E7	25.0
3.871E7	29.0
3.872E7	28.0
3.873E7	30.0
3.874E7	27.0
3.875E7	28.0
3.876E7	25.0
3.877E7	26.0
3.878E7	26.0
3.879E7	28.0
3.88E7	26.0
3.881E7	26.0
3.882E7	26.0
3.883E7	27.0
3.884E7	25.0
3.885E7	24.0
3.886E7	26.0
3.887E7	26.0
3.888E7	25.0
3.889E7	23.0
3.89E7	25.0
3.891E7	28.0
3.892E7	23.0
3.893E7	25.0
3.894E7	25.0
3.895E7	28.0
3.896E7	23.0
3.897E7	27.0
3.898E7	27.0
3.899E7	29.0
3.9E7	25.0
3.901E7	28.0
3.902E7	29.0
3.903E7	29.0
3.904E7	32.0
3.905E7	27.0
3.906E7	26.0
3.907E7	26.0
3.908E7	29.0
3.909E7	33.0
3.91E7	24.0
3.911E7	24.0
3.912E7	27.0
3.913E7	23.0
3.914E7	31.0
3.915E7	25.0
3.916E7	26.0
3.917E7	34.0
3.918E7	25.0
3.919E7	26.0
3.92E7	25.0
3.921E7	26.0
3.922E7	24.0
3.923E7	24.0
3.924E7	26.0
3.925E7	26.0
3.926E7	27.0
3.927E7	28.0
3.928E7	29.0
3.929E7	25.0
3.93E7	26.0
3.931E7	28.0
3.932E7	30.0
3.933E7	26.0
3.934E7	25.0
3.935E7	24.0
3.936E7	27.0
3.937E7	26.0
3.938E7	24.0
3.939E7	26.0
3.94E7	24.0
3.941E7	25.0
3.942E7	24.0
3.943E7	26.0
3.944E7	26.0
3.945E7	26.0
3.946E7	24.0
3.947E7	31.0
3.948E7	29.0
3.949E7	27.0
3.95E7	25.0
3.951E7	27.0
3.952E7	23.0
3.953E7	26.0
3.954E7	24.0
3.955E7	26.0
3.956E7	27.0
3.957E7	27.0
3.958E7	27.0
3.959E7	26.0
3.96E7	29.0
3.961E7	29.0
3.962E7	27.0
3.963E7	25.0
3.964E7	28.0
3.965E7	25.0
3.966E7	27.0
3.967E7	25.0
3.968E7	30.0
3.969E7	25.0
3.97E7	27.0
3.971E7	24.0
3.972E7	26.0
3.973E7	29.0
3.974E7	25.0
3.975E7	28.0
3.976E7	23.0
3.977E7	31.0
3.978E7	26.0
3.979E7	25.0
3.98E7	28.0
3.981E7	29.0
3.982E7	31.0
3.983E7	29.0
3.984E7	27.0
3.985E7	27.0
3.986E7	29.0
3.987E7	25.0
3.988E7	26.0
3.989E7	33.0
3.99E7	27.0
3.991E7	29.0
3.992E7	30.0
3.993E7	27.0
3.994E7	27.0
3.995E7	27.0
3.996E7	26.0
3.997E7	24.0
3.998E7	27.0
3.999E7	25.0
4.0E7	27.0
4.001E7	24.0
4.002E7	26.0
4.003E7	25.0
4.004E7	26.0
4.005E7	25.0
4.006E7	27.0
4.007E7	30.0
4.008E7	28.0
4.009E7	29.0
4.01E7	24.0
4.011E7	26.0
4.012E7	27.0
4.013E7	26.0
4.014E7	30.0
4.015E7	26.0
4.016E7	28.0
4.017E7	27.0
4.018E7	27.0
4.019E7	27.0
4.02E7	30.0
4.021E7	27.0
4.022E7	30.0
4.023E7	25.0
4.024E7	28.0
4.025E7	32.0
4.026E7	29.0
4.027E7	24.0
4.028E7	25.0
4.029E7	29.0
4.03E7	25.0
4.031E7	24.0
4.032E7	26.0
4.033E7	26.0
4.034E7	26.0
4.035E7	26.0
4.036E7	27.0
4.037E7	25.0
4.038E7	32.0
4.039E7	26.0
4.04E7	28.0
4.041E7	28.0
4.042E7	26.0
4.043E7	25.0
4.044E7	28.0
4.045E7	28.0
4.046E7	25.0
4.047E7	29.0
4.048E7	25.0
4.049E7	26.0
4.05E7	27.0
4.051E7	26.0
4.052E7	24.0
4.053E7	29.0
4.054E7	24.0
4.055E7	26.0
4.056E7	25.0
4.057E7	26.0
4.058E7	27.0
4.059E7	26.0
4.06E7	25.0
4.061E7	25.0
4.062E7	28.0
4.063E7	27.0
4.064E7	28.0
4.065E7	26.0
4.066E7	27.0
4.067E7	27.0
4.068E7	31.0
4.069E7	29.0
4.07E7	29.0
4.071E7	29.0
4.072E7	28.0
4.073E7	25.0
4.074E7	28.0
4.075E7	26.0
4.076E7	25.0
4.077E7	23.0
4.078E7	24.0
4.079E7	28.0
4.08E7	27.0
4.081E7	25.0
4.082E7	26.0
4.083E7	27.0
4.084E7	24.0
4.085E7	23.0
4.086E7	24.0
4.087E7	24.0
4.088E7	25.0
4.089E7	23.0
4.09E7	32.0
4.091E7	23.0
4.092E7	26.0
4.093E7	27.0
4.094E7	25.0
4.095E7	24.0
4.096E7	25.0
4.097E7	27.0
4.098E7	24.0
4.099E7	27.0
4.1E7	27.0
4.101E7	24.0
4.102E7	29.0
4.103E7	25.0
4.104E7	28.0
4.105E7	26.0
4.106E7	26.0
4.107E7	25.0
4.108E7	24.0
4.109E7	25.0
4.11E7	26.0
4.111E7	24.0
4.112E7	26.0
4.113E7	28.0
4.114E7	25.0
4.115E7	24.0
4.116E7	27.0
4.117E7	31.0
4.118E7	26.0
4.119E7	26.0
4.12E7	26.0
4.121E7	27.0
4.122E7	31.0
4.123E7	28.0
4.124E7	28.0
4.125E7	25.0
4.126E7	26.0
4.127E7	27.0
4.128E7	26.0
4.129E7	26.0
4.13E7	31.0
4.131E7	27.0
4.132E7	26.0
4.133E7	26.0
4.134E7	25.0
4.135E7	27.0
4.136E7	28.0
4.137E7	25.0
4.138E7	27.0
4.139E7	26.0
4.14E7	25.0
4.141E7	25.0
4.142E7	25.0
4.143E7	24.0
4.144E7	30.0
4.145E7	24.0
4.146E7	24.0
4.147E7	26.0
4.148E7	28.0
4.149E7	27.0
4.15E7	26.0
4.151E7	25.0
4.152E7	27.0
4.153E7	24.0
4.154E7	24.0
4.155E7	26.0
4.156E7	26.0
4.157E7	28.0
4.158E7	26.0
4.159E7	24.0
4.16E7	27.0
4.161E7	30.0
4.162E7	28.0
4.163E7	27.0
4.164E7	24.0
4.165E7	26.0
4.166E7	25.0
4.167E7	27.0
4.168E7	29.0
4.169E7	28.0
4.17E7	26.0
4.171E7	26.0
4.172E7	25.0
4.173E7	25.0
4.174E7	27.0
4.175E7	29.0
4.176E7	24.0
4.177E7	26.0
4.178E7	25.0
4.179E7	29.0
4.18E7	28.0
4.181E7	24.0
4.182E7	26.0
4.183E7	26.0
4.184E7	25.0
4.185E7	25.0
4.186E7	25.0
4.187E7	31.0
4.188E7	24.0
4.189E7	25.0
4.19E7	26.0
4.191E7	23.0
4.192E7	25.0
4.193E7	27.0
4.194E7	27.0
4.195E7	28.0
4.196E7	26.0
4.197E7	28.0
4.198E7	25.0
4.199E7	24.0
4.2E7	24.0
4.201E7	25.0
4.202E7	27.0
4.203E7	27.0
4.204E7	27.0
4.205E7	26.0
4.206E7	26.0
4.207E7	26.0
4.208E7	26.0
4.209E7	27.0
4.21E7	25.0
4.211E7	27.0
4.212E7	25.0
4.213E7	26.0
4.214E7	27.0
4.215E7	29.0
4.216E7	29.0
4.217E7	24.0
4.218E7	25.0
4.219E7	28.0
4.22E7	26.0
4.221E7	25.0
4.222E7	29.0
4.223E7	26.0
4.224E7	26.0
4.225E7	32.0
4.226E7	29.0
4.227E7	28.0
4.228E7	27.0
4.229E7	24.0
4.23E7	26.0
4.231E7	27.0
4.232E7	24.0
4.233E7	27.0
4.234E7	25.0
4.235E7	27.0
4.236E7	23.0
4.237E7	26.0
4.238E7	24.0
4.239E7	28.0
4.24E7	28.0
4.241E7	29.0
4.242E7	31.0
4.243E7	26.0
4.244E7	28.0
4.245E7	26.0
4.246E7	27.0
4.247E7	27.0
4.248E7	33.0
4.249E7	27.0
4.25E7	30.0
4.251E7	29.0
4.252E7	26.0
4.253E7	26.0
4.254E7	29.0
4.255E7	26.0
4.256E7	27.0
4.257E7	26.0
4.258E7	28.0
4.259E7	29.0
4.26E7	25.0
4.261E7	27.0
4.262E7	28.0
4.263E7	30.0
4.264E7	28.0
4.265E7	28.0
4.266E7	26.0
4.267E7	27.0
4.268E7	27.0
4.269E7	24.0
4.27E7	28.0
4.271E7	26.0
4.272E7	26.0
4.273E7	24.0
4.274E7	23.0
4.275E7	31.0
4.276E7	28.0
4.277E7	28.0
4.278E7	27.0
4.279E7	27.0
4.28E7	26.0
4.281E7	27.0
4.282E7	26.0
4.283E7	26.0
4.284E7	24.0
4.285E7	24.0
4.286E7	23.0
4.287E7	25.0
4.288E7	28.0
4.289E7	27.0
4.29E7	25.0
4.291E7	27.0
4.292E7	26.0
4.293E7	24.0
4.294E7	25.0
4.295E7	30.0
4.296E7	25.0
4.297E7	27.0
4.298E7	26.0
4.299E7	25.0
4.3E7	25.0
4.301E7	26.0
4.302E7	28.0
4.303E7	24.0
4.304E7	25.0
4.305E7	27.0
4.306E7	26.0
4.307E7	26.0
4.308E7	31.0
4.309E7	26.0
4.31E7	25.0
4.311E7	26.0
4.312E7	27.0
4.313E7	29.0
4.314E7	30.0
4.315E7	24.0
4.316E7	25.0
4.317E7	33.0
4.318E7	28.0
4.319E7	26.0
4.32E7	26.0
4.321E7	26.0
4.322E7	28.0
4.323E7	31.0
4.324E7	27.0
4.325E7	28.0
4.326E7	33.0
4.327E7	28.0
4.328E7	27.0
4.329E7	26.0
4.33E7	24.0
4.331E7	24.0
4.332E7	24.0
4.333E7	28.0
4.334E7	26.0
4.335E7	29.0
4.336E7	24.0
4.337E7	25.0
4.338E7	26.0
4.339E7	28.0
4.34E7	24.0
4.341E7	27.0
4.342E7	26.0
4.343E7	27.0
4.344E7	26.0
4.345E7	27.0
4.346E7	27.0
4.347E7	24.0
4.348E7	25.0
4.349E7	25.0
4.35E7	26.0
4.351E7	24.0
4.352E7	26.0
4.353E7	26.0
4.354E7	28.0
4.355E7	25.0
4.356E7	28.0
4.357E7	26.0
4.358E7	26.0
4.359E7	26.0
4.36E7	27.0
4.361E7	24.0
4.362E7	26.0
4.363E7	27.0
4.364E7	29.0
4.365E7	27.0
4.366E7	29.0
4.367E7	27.0
4.368E7	28.0
4.369E7	25.0
4.37E7	22.0
4.371E7	31.0
4.372E7	29.0
4.373E7	28.0
4.374E7	27.0
4.375E7	25.0
4.376E7	25.0
4.377E7	25.0
4.378E7	27.0
4.379E7	29.0
4.38E7	24.0
4.381E7	24.0
4.382E7	26.0
4.383E7	28.0
4.384E7	25.0
4.385E7	26.0
4.386E7	24.0
4.387E7	25.0
4.388E7	24.0
4.389E7	24.0
4.39E7	24.0
4.391E7	25.0
4.392E7	24.0
4.393E7	28.0
4.394E7	25.0
4.395E7	26.0
4.396E7	25.0
4.397E7	25.0
4.398E7	28.0
4.399E7	25.0
4.4E7	25.0
4.401E7	24.0
4.402E7	25.0
4.403E7	28.0
4.404E7	26.0
4.405E7	27.0
4.406E7	24.0
4.407E7	24.0
4.408E7	24.0
4.409E7	24.0
4.41E7	23.0
4.411E7	25.0
4.412E7	23.0
4.413E7	25.0
4.414E7	24.0
4.415E7	25.0
4.416E7	25.0
4.417E7	25.0
4.418E7	27.0
4.419E7	25.0
4.42E7	26.0
4.421E7	26.0
4.422E7	27.0
4.423E7	28.0
4.424E7	30.0
4.425E7	27.0
4.426E7	27.0
4.427E7	28.0
4.428E7	25.0
4.429E7	25.0
4.43E7	26.0
4.431E7	28.0
4.432E7	29.0
4.433E7	25.0
4.434E7	25.0
4.435E7	25.0
4.436E7	25.0
4.437E7	23.0
4.438E7	26.0
4.439E7	25.0
4.44E7	28.0
4.441E7	29.0
4.442E7	28.0
4.443E7	24.0
4.444E7	24.0
4.445E7	25.0
4.446E7	29.0
4.447E7	26.0
4.448E7	25.0
4.449E7	25.0
4.45E7	24.0
4.451E7	26.0
4.452E7	28.0
4.453E7	27.0
4.454E7	25.0
4.455E7	27.0
4.456E7	27.0
4.457E7	25.0
4.458E7	26.0
4.459E7	26.0
4.46E7	24.0
4.461E7	25.0
4.462E7	26.0
4.463E7	24.0
4.464E7	24.0
4.465E7	30.0
4.466E7	30.0
4.467E7	24.0
4.468E7	25.0
4.469E7	26.0
4.47E7	25.0
4.471E7	23.0
4.472E7	27.0
4.473E7	26.0
4.474E7	28.0
4.475E7	25.0
4.476E7	25.0
4.477E7	28.0
4.478E7	26.0
4.479E7	26.0
4.48E7	26.0
4.481E7	28.0
4.482E7	25.0
4.483E7	28.0
4.484E7	27.0
4.485E7	27.0
4.486E7	24.0
4.487E7	27.0
4.488E7	24.0
4.489E7	27.0
4.49E7	28.0
4.491E7	23.0
4.492E7	24.0
4.493E7	25.0
4.494E7	25.0
4.495E7	25.0
4.496E7	27.0
4.497E7	27.0
4.498E7	25.0
4.499E7	25.0
4.5E7	26.0
4.501E7	31.0
4.502E7	25.0
4.503E7	25.0
4.504E7	23.0
4.505E7	28.0
4.506E7	29.0
4.507E7	27.0
4.508E7	26.0
4.509E7	23.0
4.51E7	26.0
4.511E7	28.0
4.512E7	27.0
4.513E7	27.0
4.514E7	29.0
4.515E7	24.0
4.516E7	26.0
4.517E7	25.0
4.518E7	25.0
4.519E7	26.0
4.52E7	28.0
4.521E7	25.0
4.522E7	25.0
4.523E7	27.0
4.524E7	26.0
4.525E7	26.0
4.526E7	31.0
4.527E7	24.0
4.528E7	26.0
4.529E7	29.0
4.53E7	22.0
4.531E7	26.0
4.532E7	26.0
4.533E7	27.0
4.534E7	24.0
4.535E7	24.0
4.536E7	28.0
4.537E7	25.0
4.538E7	25.0
4.539E7	26.0
4.54E7	24.0
4.541E7	27.0
4.542E7	25.0
4.543E7	25.0
4.544E7	26.0
4.545E7	25.0
4.546E7	26.0
4.547E7	23.0
4.548E7	26.0
4.549E7	26.0
4.55E7	29.0
4.551E7	25.0
4.552E7	27.0
4.553E7	25.0
4.554E7	24.0
4.555E7	23.0
4.556E7	25.0
4.557E7	25.0
4.558E7	26.0
4.559E7	24.0
4.56E7	28.0
4.561E7	25.0
4.562E7	26.0
4.563E7	26.0
4.564E7	28.0
4.565E7	27.0
4.566E7	24.0
4.567E7	25.0
4.568E7	25.0
4.569E7	24.0
4.57E7	23.0
4.571E7	23.0
4.572E7	25.0
4.573E7	28.0
4.574E7	28.0
4.575E7	26.0
4.576E7	26.0
4.577E7	27.0
4.578E7	26.0
4.579E7	27.0
4.58E7	29.0
4.581E7	27.0
4.582E7	28.0
4.583E7	28.0
4.584E7	29.0
4.585E7	29.0
4.586E7	25.0
4.587E7	30.0
4.588E7	26.0
4.589E7	32.0
4.59E7	30.0
4.591E7	27.0
4.592E7	27.0
4.593E7	25.0
4.594E7	24.0
4.595E7	26.0
4.596E7	26.0
4.597E7	29.0
4.598E7	25.0
4.599E7	27.0
4.6E7	26.0
4.601E7	24.0
4.602E7	31.0
4.603E7	29.0
4.604E7	28.0
4.605E7	26.0
4.606E7	30.0
4.607E7	25.0
4.608E7	25.0
4.609E7	25.0
4.61E7	25.0
4.611E7	25.0
4.612E7	25.0
4.613E7	24.0
4.614E7	25.0
4.615E7	25.0
4.616E7	26.0
4.617E7	23.0
4.618E7	27.0
4.619E7	25.0
4.62E7	26.0
4.621E7	25.0
4.622E7	28.0
4.623E7	26.0
4.624E7	28.0
4.625E7	26.0
4.626E7	30.0
4.627E7	24.0
4.628E7	27.0
4.629E7	24.0
4.63E7	25.0
4.631E7	25.0
4.632E7	25.0
4.633E7	25.0
4.634E7	25.0
4.635E7	25.0
4.636E7	25.0
4.637E7	25.0
4.638E7	24.0
4.639E7	27.0
4.64E7	26.0
4.641E7	29.0
4.642E7	25.0
4.643E7	28.0
4.644E7	25.0
4.645E7	25.0
4.646E7	30.0
4.647E7	25.0
4.648E7	27.0
4.649E7	25.0
4.65E7	26.0
4.651E7	28.0
4.652E7	24.0
4.653E7	23.0
4.654E7	25.0
4.655E7	24.0
4.656E7	26.0
4.657E7	24.0
4.658E7	28.0
4.659E7	27.0
4.66E7	24.0
4.661E7	25.0
4.662E7	27.0
4.663E7	30.0
4.664E7	30.0
4.665E7	25.0
4.666E7	28.0
4.667E7	26.0
4.668E7	26.0
4.669E7	27.0
4.67E7	26.0
4.671E7	26.0
4.672E7	25.0
4.673E7	23.0
4.674E7	26.0
4.675E7	24.0
4.676E7	25.0
4.677E7	29.0
4.678E7	26.0
4.679E7	28.0
4.68E7	28.0
4.681E7	26.0
4.682E7	24.0
4.683E7	27.0
4.684E7	27.0
4.685E7	26.0
4.686E7	23.0
4.687E7	25.0
4.688E7	27.0
4.689E7	28.0
4.69E7	26.0
4.691E7	28.0
4.692E7	26.0
4.693E7	23.0
4.694E7	25.0
4.695E7	24.0
4.696E7	26.0
4.697E7	26.0
4.698E7	27.0
4.699E7	26.0
4.7E7	25.0
4.701E7	27.0
4.702E7	25.0
4.703E7	27.0
4.704E7	27.0
4.705E7	29.0
4.706E7	24.0
4.707E7	25.0
4.708E7	24.0
4.709E7	27.0
4.71E7	29.0
4.711E7	23.0
4.712E7	28.0
4.713E7	26.0
4.714E7	24.0
4.715E7	28.0
4.716E7	30.0
4.717E7	23.0
4.718E7	25.0
4.719E7	27.0
4.72E7	23.0
4.721E7	25.0
4.722E7	24.0
4.723E7	24.0
4.724E7	28.0
4.725E7	26.0
4.726E7	24.0
4.727E7	23.0
4.728E7	24.0
4.729E7	25.0
4.73E7	26.0
4.731E7	25.0
4.732E7	30.0
4.733E7	25.0
4.734E7	25.0
4.735E7	29.0
4.736E7	26.0
4.737E7	26.0
4.738E7	28.0
4.739E7	26.0
4.74E7	28.0
4.741E7	26.0
4.742E7	28.0
4.743E7	23.0
4.744E7	26.0
4.745E7	25.0
4.746E7	26.0
4.747E7	24.0
4.748E7	27.0
4.749E7	26.0
4.75E7	24.0
4.751E7	26.0
4.752E7	25.0
4.753E7	28.0
4.754E7	27.0
4.755E7	26.0
4.756E7	25.0
4.757E7	30.0
4.758E7	26.0
4.759E7	24.0
4.76E7	29.0
4.761E7	26.0
4.762E7	24.0
4.763E7	25.0
4.764E7	27.0
4.765E7	25.0
4.766E7	25.0
4.767E7	26.0
4.768E7	26.0
4.769E7	25.0
4.77E7	27.0
4.771E7	25.0
4.772E7	23.0
4.773E7	26.0
4.774E7	25.0
4.775E7	26.0
4.776E7	25.0
4.777E7	27.0
4.778E7	35.0
4.779E7	27.0
4.78E7	28.0
4.781E7	24.0
4.782E7	23.0
4.783E7	24.0
4.784E7	26.0
4.785E7	27.0
4.786E7	30.0
4.787E7	27.0
4.788E7	27.0
4.789E7	27.0
4.79E7	26.0
4.791E7	30.0
4.792E7	30.0
4.793E7	28.0
4.794E7	27.0
4.795E7	24.0
4.796E7	25.0
4.797E7	24.0
4.798E7	25.0
4.799E7	25.0
4.8E7	25.0
4.801E7	26.0
4.802E7	26.0
4.803E7	26.0
4.804E7	26.0
4.805E7	27.0
4.806E7	24.0
4.807E7	26.0
4.808E7	27.0
4.809E7	26.0
4.81E7	27.0
4.811E7	24.0
4.812E7	25.0
4.813E7	23.0
4.814E7	29.0
4.815E7	26.0
4.816E7	25.0
4.817E7	27.0
4.818E7	31.0
4.819E7	25.0
4.82E7	23.0
4.821E7	26.0
4.822E7	27.0
4.823E7	27.0
4.824E7	23.0
4.825E7	24.0
4.826E7	25.0
4.827E7	26.0
4.828E7	26.0
4.829E7	27.0
4.83E7	24.0
4.831E7	26.0
4.832E7	26.0
4.833E7	29.0
4.834E7	25.0
4.835E7	26.0
4.836E7	28.0
4.837E7	26.0
4.838E7	27.0
4.839E7	27.0
4.84E7	28.0
4.841E7	25.0
4.842E7	25.0
4.843E7	24.0
4.844E7	27.0
4.845E7	28.0
4.846E7	26.0
4.847E7	26.0
4.848E7	27.0
4.849E7	28.0
4.85E7	30.0
4.851E7	25.0
4.852E7	25.0
4.853E7	27.0
4.854E7	24.0
4.855E7	28.0
4.856E7	25.0
4.857E7	25.0
4.858E7	25.0
4.859E7	26.0
4.86E7	25.0
4.861E7	29.0
4.862E7	28.0
4.863E7	26.0
4.864E7	28.0
4.865E7	27.0
4.866E7	25.0
4.867E7	27.0
4.868E7	28.0
4.869E7	25.0
4.87E7	28.0
4.871E7	25.0
4.872E7	25.0
4.873E7	27.0
4.874E7	24.0
4.875E7	26.0
4.876E7	29.0
4.877E7	27.0
4.878E7	27.0
4.879E7	27.0
4.88E7	26.0
4.881E7	25.0
4.882E7	26.0
4.883E7	28.0
4.884E7	25.0
4.885E7	28.0
4.886E7	26.0
4.887E7	31.0
4.888E7	27.0
4.889E7	25.0
4.89E7	29.0
4.891E7	24.0
4.892E7	24.0
4.893E7	24.0
4.894E7	27.0
4.895E7	28.0
4.896E7	26.0
4.897E7	27.0
4.898E7	26.0
4.899E7	29.0
4.9E7	29.0
4.901E7	26.0
4.902E7	27.0
4.903E7	32.0
4.904E7	27.0
4.905E7	28.0
4.906E7	28.0
4.907E7	27.0
4.908E7	26.0
4.909E7	29.0
4.91E7	28.0
4.911E7	25.0
4.912E7	25.0
4.913E7	26.0
4.914E7	27.0
4.915E7	26.0
4.916E7	31.0
4.917E7	28.0
4.918E7	28.0
4.919E7	27.0
4.92E7	27.0
4.921E7	25.0
4.922E7	25.0
4.923E7	26.0
4.924E7	26.0
4.925E7	26.0
4.926E7	29.0
4.927E7	26.0
4.928E7	27.0
4.929E7	25.0
4.93E7	25.0
4.931E7	26.0
4.932E7	25.0
4.933E7	25.0
4.934E7	31.0
4.935E7	26.0
4.936E7	28.0
4.937E7	23.0
4.938E7	29.0
4.939E7	25.0
4.94E7	27.0
4.941E7	28.0
4.942E7	28.0
4.943E7	29.0
4.944E7	26.0
4.945E7	23.0
4.946E7	24.0
4.947E7	24.0
4.948E7	27.0
4.949E7	24.0
4.95E7	24.0
4.951E7	25.0
4.952E7	24.0
4.953E7	24.0
4.954E7	25.0
4.955E7	26.0
4.956E7	23.0
4.957E7	24.0
4.958E7	25.0
4.959E7	26.0
4.96E7	24.0
4.961E7	25.0
4.962E7	25.0
4.963E7	27.0
4.964E7	28.0
4.965E7	29.0
4.966E7	28.0
4.967E7	28.0
4.968E7	26.0
4.969E7	26.0
4.97E7	24.0
4.971E7	25.0
4.972E7	26.0
4.973E7	25.0
4.974E7	26.0
4.975E7	27.0
4.976E7	25.0
4.977E7	25.0
4.978E7	26.0
4.979E7	28.0
4.98E7	30.0
4.981E7	26.0
4.982E7	25.0
4.983E7	25.0
4.984E7	25.0
4.985E7	29.0
4.986E7	26.0
4.987E7	30.0
4.988E7	26.0
4.989E7	26.0
4.99E7	27.0
4.991E7	25.0
4.992E7	29.0
4.993E7	25.0
4.994E7	26.0
4.995E7	27.0
4.996E7	25.0
4.997E7	23.0
4.998E7	25.0
4.999E7	26.0
5.0E7	23.0
5.001E7	24.0
5.002E7	25.0
5.003E7	27.0
5.004E7	26.0
5.005E7	27.0
5.006E7	25.0
5.007E7	31.0
5.008E7	25.0
5.009E7	26.0
5.01E7	25.0
5.011E7	25.0
5.012E7	27.0
5.013E7	28.0
5.014E7	23.0
5.015E7	26.0
5.016E7	24.0
5.017E7	26.0
5.018E7	25.0
5.019E7	26.0
5.02E7	25.0
5.021E7	25.0
5.022E7	24.0
5.023E7	25.0
5.024E7	24.0
5.025E7	26.0
5.026E7	28.0
5.027E7	25.0
5.028E7	28.0
5.029E7	25.0
5.03E7	25.0
5.031E7	25.0
5.032E7	25.0
5.033E7	27.0
5.034E7	31.0
5.035E7	27.0
5.036E7	29.0
5.037E7	25.0
5.038E7	24.0
5.039E7	26.0
5.04E7	27.0
5.041E7	29.0
5.042E7	23.0
5.043E7	25.0
5.044E7	28.0
5.045E7	26.0
5.046E7	24.0
5.047E7	26.0
5.048E7	25.0
5.049E7	25.0
5.05E7	25.0
5.051E7	27.0
5.052E7	28.0
5.053E7	27.0
5.054E7	28.0
5.055E7	33.0
5.056E7	28.0
5.057E7	29.0
5.058E7	26.0
5.059E7	28.0
5.06E7	25.0
5.061E7	28.0
5.062E7	27.0
5.063E7	25.0
5.064E7	23.0
5.065E7	25.0
5.066E7	24.0
5.067E7	28.0
5.068E7	28.0
5.069E7	27.0
5.07E7	25.0
5.071E7	27.0
5.072E7	27.0
5.073E7	28.0
5.074E7	28.0
5.075E7	26.0
5.076E7	24.0
5.077E7	25.0
5.078E7	26.0
5.079E7	23.0
5.08E7	25.0
5.081E7	26.0
5.082E7	25.0
5.083E7	25.0
5.084E7	29.0
5.085E7	25.0
5.086E7	24.0
5.087E7	26.0
5.088E7	25.0
5.089E7	26.0
5.09E7	26.0
5.091E7	23.0
5.092E7	27.0
5.093E7	25.0
5.094E7	25.0
5.095E7	27.0
5.096E7	30.0
5.097E7	25.0
5.098E7	27.0
5.099E7	26.0
5.1E7	27.0
5.101E7	25.0
5.102E7	23.0
5.103E7	24.0
5.104E7	25.0
5.105E7	30.0
5.106E7	27.0
5.107E7	24.0
5.108E7	24.0
5.109E7	24.0
5.11E7	23.0
5.111E7	28.0
5.112E7	29.0
5.113E7	28.0
5.114E7	27.0
5.115E7	25.0
5.116E7	26.0
5.117E7	28.0
5.118E7	32.0
5.119E7	26.0
5.12E7	26.0
5.121E7	25.0
5.122E7	27.0
5.123E7	26.0
5.124E7	27.0
5.125E7	28.0
5.126E7	25.0
5.127E7	24.0
5.128E7	23.0
5.129E7	28.0
5.13E7	29.0
5.131E7	30.0
5.132E7	24.0
5.133E7	24.0
5.134E7	27.0
5.135E7	26.0
5.136E7	27.0
5.137E7	27.0
5.138E7	29.0
5.139E7	28.0
5.14E7	30.0
5.141E7	28.0
5.142E7	29.0
5.143E7	32.0
5.144E7	25.0
5.145E7	25.0
5.146E7	23.0
5.147E7	25.0
5.148E7	24.0
5.149E7	27.0
5.15E7	27.0
5.151E7	25.0
5.152E7	25.0
5.153E7	24.0
5.154E7	32.0
5.155E7	26.0
5.156E7	30.0
5.157E7	28.0
5.158E7	27.0
5.159E7	28.0
5.16E7	25.0
5.161E7	26.0
5.162E7	27.0
5.163E7	24.0
5.164E7	26.0
5.165E7	25.0
5.166E7	25.0
5.167E7	28.0
5.168E7	25.0
5.169E7	28.0
5.17E7	26.0
5.171E7	27.0
5.172E7	28.0
5.173E7	27.0
5.174E7	27.0
5.175E7	26.0
5.176E7	26.0
5.177E7	25.0
5.178E7	25.0
5.179E7	29.0
5.18E7	26.0
5.181E7	28.0
5.182E7	26.0
5.183E7	26.0
5.184E7	29.0
5.185E7	25.0
5.186E7	29.0
5.187E7	23.0
5.188E7	27.0
