state	c_allTransitions[1]
2.393E7	26.0
2.394E7	25.0
2.395E7	27.0
2.396E7	28.0
2.397E7	30.0
2.398E7	25.0
2.399E7	23.0
2.4E7	24.0
2.401E7	26.0
2.402E7	26.0
2.403E7	26.0
2.404E7	25.0
2.405E7	24.0
2.406E7	25.0
2.407E7	25.0
2.408E7	26.0
2.409E7	27.0
2.41E7	27.0
2.411E7	25.0
2.412E7	24.0
2.413E7	24.0
2.414E7	24.0
2.415E7	25.0
2.416E7	26.0
2.417E7	27.0
2.418E7	27.0
2.419E7	28.0
2.42E7	26.0
2.421E7	25.0
2.422E7	24.0
2.423E7	25.0
2.424E7	26.0
2.425E7	24.0
2.426E7	26.0
2.427E7	25.0
2.428E7	25.0
2.429E7	30.0
2.43E7	28.0
2.431E7	30.0
2.432E7	26.0
2.433E7	28.0
2.434E7	32.0
2.435E7	25.0
2.436E7	26.0
2.437E7	26.0
2.438E7	28.0
2.439E7	28.0
2.44E7	29.0
2.441E7	27.0
2.442E7	28.0
2.443E7	26.0
2.444E7	26.0
2.445E7	26.0
2.446E7	26.0
2.447E7	31.0
2.448E7	26.0
2.449E7	26.0
2.45E7	25.0
2.451E7	23.0
2.452E7	26.0
2.453E7	27.0
2.454E7	31.0
2.455E7	28.0
2.456E7	28.0
2.457E7	28.0
2.458E7	28.0
2.459E7	25.0
2.46E7	30.0
2.461E7	25.0
2.462E7	24.0
2.463E7	24.0
2.464E7	25.0
2.465E7	26.0
2.466E7	24.0
2.467E7	25.0
2.468E7	24.0
2.469E7	27.0
2.47E7	30.0
2.471E7	26.0
2.472E7	27.0
2.473E7	27.0
2.474E7	28.0
2.475E7	28.0
2.476E7	24.0
2.477E7	28.0
2.478E7	27.0
2.479E7	25.0
2.48E7	28.0
2.481E7	25.0
2.482E7	27.0
2.483E7	26.0
2.484E7	25.0
2.485E7	28.0
2.486E7	26.0
2.487E7	25.0
2.488E7	31.0
2.489E7	27.0
2.49E7	24.0
2.491E7	25.0
2.492E7	24.0
2.493E7	23.0
2.494E7	27.0
2.495E7	26.0
2.496E7	29.0
2.497E7	29.0
2.498E7	25.0
2.499E7	25.0
2.5E7	24.0
2.501E7	27.0
2.502E7	26.0
2.503E7	26.0
2.504E7	26.0
2.505E7	26.0
2.506E7	26.0
2.507E7	23.0
2.508E7	29.0
2.509E7	27.0
2.51E7	28.0
2.511E7	32.0
2.512E7	24.0
2.513E7	23.0
2.514E7	24.0
2.515E7	31.0
2.516E7	30.0
2.517E7	26.0
2.518E7	27.0
2.519E7	29.0
2.52E7	27.0
2.521E7	27.0
2.522E7	26.0
2.523E7	24.0
2.524E7	26.0
2.525E7	32.0
2.526E7	25.0
2.527E7	25.0
2.528E7	26.0
2.529E7	27.0
2.53E7	29.0
2.531E7	27.0
2.532E7	25.0
2.533E7	25.0
2.534E7	25.0
2.535E7	30.0
2.536E7	25.0
2.537E7	25.0
2.538E7	28.0
2.539E7	26.0
2.54E7	26.0
2.541E7	25.0
2.542E7	24.0
2.543E7	26.0
2.544E7	27.0
2.545E7	24.0
2.546E7	25.0
2.547E7	24.0
2.548E7	25.0
2.549E7	24.0
2.55E7	27.0
2.551E7	24.0
2.552E7	25.0
2.553E7	24.0
2.554E7	24.0
2.555E7	24.0
2.556E7	25.0
2.557E7	26.0
2.558E7	24.0
2.559E7	26.0
2.56E7	28.0
2.561E7	26.0
2.562E7	25.0
2.563E7	27.0
2.564E7	27.0
2.565E7	23.0
2.566E7	31.0
2.567E7	25.0
2.568E7	23.0
2.569E7	25.0
2.57E7	29.0
2.571E7	24.0
2.572E7	25.0
2.573E7	24.0
2.574E7	24.0
2.575E7	29.0
2.576E7	24.0
2.577E7	25.0
2.578E7	24.0
2.579E7	29.0
2.58E7	26.0
2.581E7	28.0
2.582E7	24.0
2.583E7	26.0
2.584E7	25.0
2.585E7	27.0
2.586E7	26.0
2.587E7	27.0
2.588E7	27.0
2.589E7	28.0
2.59E7	27.0
2.591E7	28.0
2.592E7	27.0
2.593E7	25.0
2.594E7	27.0
2.595E7	31.0
2.596E7	26.0
2.597E7	25.0
2.598E7	29.0
2.599E7	26.0
2.6E7	25.0
2.601E7	23.0
2.602E7	27.0
2.603E7	25.0
2.604E7	28.0
2.605E7	26.0
2.606E7	25.0
2.607E7	24.0
2.608E7	30.0
2.609E7	28.0
2.61E7	25.0
2.611E7	25.0
2.612E7	27.0
2.613E7	26.0
2.614E7	29.0
2.615E7	25.0
2.616E7	28.0
2.617E7	27.0
2.618E7	25.0
2.619E7	32.0
2.62E7	31.0
2.621E7	36.0
2.622E7	25.0
2.623E7	25.0
2.624E7	25.0
2.625E7	26.0
2.626E7	26.0
2.627E7	30.0
2.628E7	27.0
2.629E7	29.0
2.63E7	25.0
2.631E7	26.0
2.632E7	24.0
2.633E7	23.0
2.634E7	24.0
2.635E7	28.0
2.636E7	27.0
2.637E7	25.0
2.638E7	25.0
2.639E7	26.0
2.64E7	27.0
2.641E7	28.0
2.642E7	29.0
2.643E7	25.0
2.644E7	24.0
2.645E7	29.0
2.646E7	33.0
2.647E7	27.0
2.648E7	24.0
2.649E7	29.0
2.65E7	29.0
2.651E7	25.0
2.652E7	24.0
2.653E7	26.0
2.654E7	25.0
2.655E7	26.0
2.656E7	31.0
2.657E7	28.0
2.658E7	27.0
2.659E7	25.0
2.66E7	26.0
2.661E7	23.0
2.662E7	26.0
2.663E7	25.0
2.664E7	29.0
2.665E7	27.0
2.666E7	27.0
2.667E7	26.0
2.668E7	23.0
2.669E7	27.0
2.67E7	25.0
2.671E7	24.0
2.672E7	29.0
2.673E7	31.0
2.674E7	27.0
2.675E7	32.0
2.676E7	31.0
2.677E7	26.0
2.678E7	26.0
2.679E7	25.0
2.68E7	28.0
2.681E7	26.0
2.682E7	26.0
2.683E7	28.0
2.684E7	25.0
2.685E7	30.0
2.686E7	24.0
2.687E7	29.0
2.688E7	24.0
2.689E7	30.0
2.69E7	25.0
2.691E7	25.0
2.692E7	24.0
2.693E7	25.0
2.694E7	25.0
2.695E7	30.0
2.696E7	25.0
2.697E7	25.0
2.698E7	30.0
2.699E7	26.0
2.7E7	27.0
2.701E7	25.0
2.702E7	24.0
2.703E7	25.0
2.704E7	28.0
2.705E7	31.0
2.706E7	26.0
2.707E7	26.0
2.708E7	27.0
2.709E7	24.0
2.71E7	25.0
2.711E7	27.0
2.712E7	25.0
2.713E7	24.0
2.714E7	29.0
2.715E7	24.0
2.716E7	25.0
2.717E7	28.0
2.718E7	26.0
2.719E7	25.0
2.72E7	26.0
2.721E7	27.0
2.722E7	27.0
2.723E7	30.0
2.724E7	29.0
2.725E7	24.0
2.726E7	25.0
2.727E7	25.0
2.728E7	27.0
2.729E7	25.0
2.73E7	27.0
2.731E7	29.0
2.732E7	26.0
2.733E7	25.0
2.734E7	25.0
2.735E7	25.0
2.736E7	26.0
2.737E7	24.0
2.738E7	23.0
2.739E7	27.0
2.74E7	26.0
2.741E7	27.0
2.742E7	27.0
2.743E7	25.0
2.744E7	28.0
2.745E7	26.0
2.746E7	27.0
2.747E7	27.0
2.748E7	28.0
2.749E7	31.0
2.75E7	28.0
2.751E7	27.0
2.752E7	30.0
2.753E7	27.0
2.754E7	27.0
2.755E7	24.0
2.756E7	26.0
2.757E7	25.0
2.758E7	24.0
2.759E7	27.0
2.76E7	23.0
2.761E7	23.0
2.762E7	25.0
2.763E7	25.0
2.764E7	25.0
2.765E7	23.0
2.766E7	26.0
2.767E7	24.0
2.768E7	26.0
2.769E7	26.0
2.77E7	26.0
2.771E7	26.0
2.772E7	26.0
2.773E7	26.0
2.774E7	26.0
2.775E7	25.0
2.776E7	25.0
2.777E7	25.0
2.778E7	26.0
2.779E7	28.0
2.78E7	26.0
2.781E7	29.0
2.782E7	27.0
2.783E7	27.0
2.784E7	25.0
2.785E7	26.0
2.786E7	28.0
2.787E7	25.0
2.788E7	27.0
2.789E7	28.0
2.79E7	29.0
2.791E7	23.0
2.792E7	27.0
2.793E7	26.0
2.794E7	28.0
2.795E7	25.0
2.796E7	24.0
2.797E7	23.0
2.798E7	28.0
2.799E7	25.0
2.8E7	30.0
2.801E7	27.0
2.802E7	28.0
2.803E7	26.0
2.804E7	26.0
2.805E7	30.0
2.806E7	28.0
2.807E7	28.0
2.808E7	26.0
2.809E7	28.0
2.81E7	25.0
2.811E7	23.0
2.812E7	27.0
2.813E7	26.0
2.814E7	26.0
2.815E7	26.0
2.816E7	29.0
2.817E7	29.0
2.818E7	25.0
2.819E7	23.0
2.82E7	26.0
2.821E7	24.0
2.822E7	26.0
2.823E7	25.0
2.824E7	25.0
2.825E7	26.0
2.826E7	25.0
2.827E7	25.0
2.828E7	29.0
2.829E7	26.0
2.83E7	25.0
2.831E7	25.0
2.832E7	25.0
2.833E7	25.0
2.834E7	23.0
2.835E7	24.0
2.836E7	24.0
2.837E7	26.0
2.838E7	26.0
2.839E7	25.0
2.84E7	27.0
2.841E7	25.0
2.842E7	28.0
2.843E7	29.0
2.844E7	25.0
2.845E7	31.0
2.846E7	27.0
2.847E7	25.0
2.848E7	26.0
2.849E7	27.0
2.85E7	28.0
2.851E7	28.0
2.852E7	25.0
2.853E7	24.0
2.854E7	23.0
2.855E7	26.0
2.856E7	25.0
2.857E7	26.0
2.858E7	25.0
2.859E7	23.0
2.86E7	24.0
2.861E7	27.0
2.862E7	27.0
2.863E7	31.0
2.864E7	25.0
2.865E7	25.0
2.866E7	26.0
2.867E7	24.0
2.868E7	24.0
2.869E7	25.0
2.87E7	28.0
2.871E7	24.0
2.872E7	30.0
2.873E7	28.0
2.874E7	24.0
2.875E7	26.0
2.876E7	29.0
2.877E7	28.0
2.878E7	27.0
2.879E7	26.0
2.88E7	26.0
2.881E7	28.0
2.882E7	26.0
2.883E7	26.0
2.884E7	27.0
2.885E7	26.0
2.886E7	26.0
2.887E7	24.0
2.888E7	27.0
2.889E7	26.0
2.89E7	35.0
2.891E7	25.0
2.892E7	27.0
2.893E7	26.0
2.894E7	25.0
2.895E7	24.0
2.896E7	26.0
2.897E7	25.0
2.898E7	23.0
2.899E7	26.0
2.9E7	29.0
2.901E7	27.0
2.902E7	25.0
2.903E7	25.0
2.904E7	27.0
2.905E7	27.0
2.906E7	25.0
2.907E7	26.0
2.908E7	28.0
2.909E7	27.0
2.91E7	24.0
2.911E7	23.0
2.912E7	24.0
2.913E7	26.0
2.914E7	26.0
2.915E7	24.0
2.916E7	29.0
2.917E7	25.0
2.918E7	23.0
2.919E7	24.0
2.92E7	27.0
2.921E7	25.0
2.922E7	23.0
2.923E7	31.0
2.924E7	24.0
2.925E7	24.0
2.926E7	25.0
2.927E7	26.0
2.928E7	25.0
2.929E7	26.0
2.93E7	29.0
2.931E7	29.0
2.932E7	30.0
2.933E7	27.0
2.934E7	25.0
2.935E7	26.0
2.936E7	25.0
2.937E7	27.0
2.938E7	27.0
2.939E7	26.0
2.94E7	27.0
2.941E7	25.0
2.942E7	26.0
2.943E7	27.0
2.944E7	25.0
2.945E7	29.0
2.946E7	26.0
2.947E7	25.0
2.948E7	24.0
2.949E7	27.0
2.95E7	26.0
2.951E7	26.0
2.952E7	26.0
2.953E7	24.0
2.954E7	24.0
2.955E7	26.0
2.956E7	28.0
2.957E7	27.0
2.958E7	24.0
2.959E7	28.0
2.96E7	23.0
2.961E7	25.0
2.962E7	26.0
2.963E7	25.0
2.964E7	29.0
2.965E7	25.0
2.966E7	26.0
2.967E7	24.0
2.968E7	23.0
2.969E7	25.0
2.97E7	27.0
2.971E7	28.0
2.972E7	24.0
2.973E7	25.0
2.974E7	26.0
2.975E7	27.0
2.976E7	28.0
2.977E7	25.0
2.978E7	29.0
2.979E7	26.0
2.98E7	24.0
2.981E7	25.0
2.982E7	24.0
2.983E7	25.0
2.984E7	25.0
2.985E7	26.0
2.986E7	26.0
2.987E7	25.0
2.988E7	25.0
2.989E7	25.0
2.99E7	26.0
2.991E7	29.0
2.992E7	24.0
2.993E7	27.0
2.994E7	26.0
2.995E7	24.0
2.996E7	26.0
2.997E7	26.0
2.998E7	24.0
2.999E7	24.0
3.0E7	24.0
3.001E7	26.0
3.002E7	28.0
3.003E7	26.0
3.004E7	27.0
3.005E7	25.0
3.006E7	27.0
3.007E7	24.0
3.008E7	25.0
3.009E7	23.0
3.01E7	24.0
3.011E7	23.0
3.012E7	24.0
3.013E7	26.0
3.014E7	24.0
3.015E7	26.0
3.016E7	28.0
3.017E7	25.0
3.018E7	26.0
3.019E7	25.0
3.02E7	29.0
3.021E7	25.0
3.022E7	24.0
3.023E7	25.0
3.024E7	27.0
3.025E7	27.0
3.026E7	24.0
3.027E7	27.0
3.028E7	28.0
3.029E7	27.0
3.03E7	27.0
3.031E7	27.0
3.032E7	28.0
3.033E7	27.0
3.034E7	26.0
3.035E7	26.0
3.036E7	26.0
3.037E7	29.0
3.038E7	25.0
3.039E7	29.0
3.04E7	27.0
3.041E7	26.0
3.042E7	29.0
3.043E7	27.0
3.044E7	28.0
3.045E7	24.0
3.046E7	26.0
3.047E7	26.0
3.048E7	26.0
3.049E7	26.0
3.05E7	28.0
3.051E7	26.0
3.052E7	27.0
3.053E7	26.0
3.054E7	27.0
3.055E7	26.0
3.056E7	25.0
3.057E7	25.0
3.058E7	26.0
3.059E7	24.0
3.06E7	24.0
3.061E7	25.0
3.062E7	26.0
3.063E7	25.0
3.064E7	25.0
3.065E7	26.0
3.066E7	24.0
3.067E7	28.0
3.068E7	25.0
3.069E7	26.0
3.07E7	25.0
3.071E7	28.0
3.072E7	25.0
3.073E7	28.0
3.074E7	28.0
3.075E7	28.0
3.076E7	25.0
3.077E7	24.0
3.078E7	23.0
3.079E7	25.0
3.08E7	27.0
3.081E7	26.0
3.082E7	27.0
3.083E7	27.0
3.084E7	28.0
3.085E7	31.0
3.086E7	29.0
3.087E7	24.0
3.088E7	27.0
3.089E7	27.0
3.09E7	26.0
3.091E7	24.0
3.092E7	24.0
3.093E7	27.0
3.094E7	24.0
3.095E7	25.0
3.096E7	27.0
3.097E7	26.0
3.098E7	23.0
3.099E7	26.0
3.1E7	25.0
3.101E7	28.0
3.102E7	25.0
3.103E7	24.0
3.104E7	24.0
3.105E7	27.0
3.106E7	28.0
3.107E7	24.0
3.108E7	26.0
3.109E7	27.0
3.11E7	25.0
3.111E7	27.0
3.112E7	28.0
3.113E7	27.0
3.114E7	23.0
3.115E7	27.0
3.116E7	24.0
3.117E7	24.0
3.118E7	24.0
3.119E7	27.0
3.12E7	24.0
3.121E7	27.0
3.122E7	26.0
3.123E7	23.0
3.124E7	26.0
3.125E7	27.0
3.126E7	24.0
3.127E7	24.0
3.128E7	28.0
3.129E7	29.0
3.13E7	25.0
3.131E7	23.0
3.132E7	24.0
3.133E7	28.0
3.134E7	27.0
3.135E7	25.0
3.136E7	24.0
3.137E7	28.0
3.138E7	28.0
3.139E7	24.0
3.14E7	25.0
3.141E7	24.0
3.142E7	26.0
3.143E7	24.0
3.144E7	26.0
3.145E7	23.0
3.146E7	26.0
3.147E7	25.0
3.148E7	27.0
3.149E7	28.0
3.15E7	26.0
3.151E7	26.0
3.152E7	26.0
3.153E7	24.0
3.154E7	28.0
3.155E7	27.0
3.156E7	24.0
3.157E7	28.0
3.158E7	25.0
3.159E7	25.0
3.16E7	24.0
3.161E7	24.0
3.162E7	24.0
3.163E7	26.0
3.164E7	26.0
3.165E7	23.0
3.166E7	29.0
3.167E7	26.0
3.168E7	26.0
3.169E7	28.0
3.17E7	29.0
3.171E7	24.0
3.172E7	24.0
3.173E7	24.0
3.174E7	24.0
3.175E7	25.0
3.176E7	27.0
3.177E7	26.0
3.178E7	25.0
3.179E7	24.0
3.18E7	25.0
3.181E7	23.0
3.182E7	26.0
3.183E7	25.0
3.184E7	25.0
3.185E7	29.0
3.186E7	27.0
3.187E7	30.0
3.188E7	29.0
3.189E7	25.0
3.19E7	30.0
3.191E7	25.0
3.192E7	25.0
3.193E7	27.0
3.194E7	26.0
3.195E7	30.0
3.196E7	28.0
3.197E7	29.0
3.198E7	28.0
3.199E7	25.0
3.2E7	26.0
3.201E7	26.0
3.202E7	26.0
3.203E7	27.0
3.204E7	27.0
3.205E7	25.0
3.206E7	30.0
3.207E7	26.0
3.208E7	27.0
3.209E7	25.0
3.21E7	25.0
3.211E7	27.0
3.212E7	26.0
3.213E7	25.0
3.214E7	27.0
3.215E7	26.0
3.216E7	24.0
3.217E7	25.0
3.218E7	25.0
3.219E7	25.0
3.22E7	26.0
3.221E7	25.0
3.222E7	28.0
3.223E7	28.0
3.224E7	27.0
3.225E7	25.0
3.226E7	24.0
3.227E7	24.0
3.228E7	27.0
3.229E7	28.0
3.23E7	25.0
3.231E7	25.0
3.232E7	27.0
3.233E7	28.0
3.234E7	25.0
3.235E7	27.0
3.236E7	26.0
3.237E7	28.0
3.238E7	24.0
3.239E7	24.0
3.24E7	25.0
3.241E7	27.0
3.242E7	24.0
3.243E7	25.0
3.244E7	27.0
3.245E7	24.0
3.246E7	29.0
3.247E7	24.0
3.248E7	24.0
3.249E7	26.0
3.25E7	28.0
3.251E7	26.0
3.252E7	26.0
3.253E7	25.0
3.254E7	28.0
3.255E7	25.0
3.256E7	26.0
3.257E7	27.0
3.258E7	28.0
3.259E7	25.0
3.26E7	28.0
3.261E7	26.0
3.262E7	26.0
3.263E7	28.0
3.264E7	27.0
3.265E7	27.0
3.266E7	27.0
3.267E7	27.0
3.268E7	25.0
3.269E7	26.0
3.27E7	27.0
3.271E7	26.0
3.272E7	28.0
3.273E7	27.0
3.274E7	30.0
3.275E7	26.0
3.276E7	27.0
3.277E7	27.0
3.278E7	25.0
3.279E7	29.0
3.28E7	29.0
3.281E7	27.0
3.282E7	28.0
3.283E7	29.0
3.284E7	26.0
3.285E7	27.0
3.286E7	27.0
3.287E7	30.0
3.288E7	24.0
3.289E7	24.0
3.29E7	27.0
3.291E7	29.0
3.292E7	27.0
3.293E7	26.0
3.294E7	27.0
3.295E7	23.0
3.296E7	25.0
3.297E7	26.0
3.298E7	29.0
3.299E7	27.0
3.3E7	27.0
3.301E7	24.0
3.302E7	26.0
3.303E7	27.0
3.304E7	26.0
3.305E7	24.0
3.306E7	25.0
3.307E7	26.0
3.308E7	24.0
3.309E7	27.0
3.31E7	26.0
3.311E7	24.0
3.312E7	26.0
3.313E7	25.0
3.314E7	29.0
3.315E7	27.0
3.316E7	24.0
3.317E7	25.0
3.318E7	25.0
3.319E7	25.0
3.32E7	24.0
3.321E7	27.0
3.322E7	23.0
3.323E7	24.0
3.324E7	26.0
3.325E7	26.0
3.326E7	27.0
3.327E7	25.0
3.328E7	25.0
3.329E7	27.0
3.33E7	29.0
3.331E7	24.0
3.332E7	26.0
3.333E7	27.0
3.334E7	26.0
3.335E7	28.0
3.336E7	26.0
3.337E7	26.0
3.338E7	28.0
3.339E7	28.0
3.34E7	27.0
3.341E7	28.0
3.342E7	24.0
3.343E7	26.0
3.344E7	25.0
3.345E7	25.0
3.346E7	24.0
3.347E7	28.0
3.348E7	29.0
3.349E7	28.0
3.35E7	26.0
3.351E7	27.0
3.352E7	26.0
3.353E7	26.0
3.354E7	25.0
3.355E7	26.0
3.356E7	26.0
3.357E7	29.0
3.358E7	25.0
3.359E7	25.0
3.36E7	25.0
3.361E7	23.0
3.362E7	26.0
3.363E7	28.0
3.364E7	25.0
3.365E7	27.0
3.366E7	26.0
3.367E7	26.0
3.368E7	28.0
3.369E7	26.0
3.37E7	27.0
3.371E7	26.0
3.372E7	24.0
3.373E7	27.0
3.374E7	26.0
3.375E7	26.0
3.376E7	30.0
3.377E7	29.0
3.378E7	28.0
3.379E7	27.0
3.38E7	26.0
3.381E7	26.0
3.382E7	27.0
3.383E7	27.0
3.384E7	26.0
3.385E7	27.0
3.386E7	31.0
3.387E7	24.0
3.388E7	28.0
3.389E7	28.0
3.39E7	30.0
3.391E7	27.0
3.392E7	25.0
3.393E7	28.0
3.394E7	30.0
3.395E7	26.0
3.396E7	25.0
3.397E7	24.0
3.398E7	25.0
3.399E7	29.0
3.4E7	25.0
3.401E7	27.0
3.402E7	30.0
3.403E7	24.0
3.404E7	24.0
3.405E7	25.0
3.406E7	27.0
3.407E7	29.0
3.408E7	28.0
3.409E7	26.0
3.41E7	26.0
3.411E7	28.0
3.412E7	32.0
3.413E7	26.0
3.414E7	26.0
3.415E7	23.0
3.416E7	30.0
3.417E7	25.0
3.418E7	26.0
3.419E7	26.0
3.42E7	31.0
3.421E7	24.0
3.422E7	29.0
3.423E7	26.0
3.424E7	27.0
3.425E7	24.0
3.426E7	24.0
3.427E7	23.0
3.428E7	26.0
3.429E7	26.0
3.43E7	27.0
3.431E7	24.0
3.432E7	32.0
3.433E7	28.0
3.434E7	28.0
3.435E7	25.0
3.436E7	28.0
3.437E7	27.0
3.438E7	30.0
3.439E7	27.0
3.44E7	26.0
3.441E7	28.0
3.442E7	29.0
3.443E7	26.0
3.444E7	26.0
3.445E7	26.0
3.446E7	26.0
3.447E7	27.0
3.448E7	26.0
3.449E7	25.0
3.45E7	26.0
3.451E7	27.0
3.452E7	24.0
3.453E7	29.0
3.454E7	29.0
3.455E7	25.0
3.456E7	28.0
3.457E7	23.0
3.458E7	28.0
3.459E7	29.0
3.46E7	28.0
3.461E7	26.0
3.462E7	30.0
3.463E7	29.0
3.464E7	28.0
3.465E7	28.0
3.466E7	27.0
3.467E7	26.0
3.468E7	27.0
3.469E7	25.0
3.47E7	26.0
3.471E7	24.0
3.472E7	27.0
3.473E7	27.0
3.474E7	23.0
3.475E7	25.0
3.476E7	28.0
3.477E7	30.0
3.478E7	27.0
3.479E7	26.0
3.48E7	28.0
3.481E7	26.0
3.482E7	26.0
3.483E7	33.0
3.484E7	28.0
3.485E7	29.0
3.486E7	28.0
3.487E7	27.0
3.488E7	25.0
3.489E7	26.0
3.49E7	26.0
3.491E7	26.0
3.492E7	27.0
3.493E7	28.0
3.494E7	27.0
3.495E7	26.0
3.496E7	28.0
3.497E7	27.0
3.498E7	24.0
3.499E7	29.0
3.5E7	31.0
3.501E7	29.0
3.502E7	25.0
3.503E7	27.0
3.504E7	23.0
3.505E7	23.0
3.506E7	24.0
3.507E7	24.0
3.508E7	26.0
3.509E7	28.0
3.51E7	29.0
3.511E7	27.0
3.512E7	25.0
3.513E7	25.0
3.514E7	26.0
3.515E7	25.0
3.516E7	26.0
3.517E7	24.0
3.518E7	26.0
3.519E7	26.0
3.52E7	25.0
3.521E7	27.0
3.522E7	26.0
3.523E7	23.0
3.524E7	24.0
3.525E7	28.0
3.526E7	25.0
3.527E7	26.0
3.528E7	26.0
3.529E7	26.0
3.53E7	26.0
3.531E7	27.0
3.532E7	28.0
3.533E7	26.0
3.534E7	27.0
3.535E7	26.0
3.536E7	25.0
3.537E7	25.0
3.538E7	24.0
3.539E7	26.0
3.54E7	30.0
3.541E7	26.0
3.542E7	28.0
3.543E7	23.0
3.544E7	25.0
3.545E7	26.0
3.546E7	30.0
3.547E7	26.0
3.548E7	30.0
3.549E7	27.0
3.55E7	28.0
3.551E7	27.0
3.552E7	29.0
3.553E7	29.0
3.554E7	28.0
3.555E7	26.0
3.556E7	27.0
3.557E7	28.0
3.558E7	26.0
3.559E7	25.0
3.56E7	27.0
3.561E7	26.0
3.562E7	26.0
3.563E7	28.0
3.564E7	26.0
3.565E7	24.0
3.566E7	27.0
3.567E7	24.0
3.568E7	26.0
3.569E7	26.0
3.57E7	25.0
3.571E7	25.0
3.572E7	26.0
3.573E7	25.0
3.574E7	25.0
3.575E7	27.0
3.576E7	28.0
3.577E7	26.0
3.578E7	26.0
3.579E7	27.0
3.58E7	30.0
3.581E7	31.0
3.582E7	29.0
3.583E7	29.0
3.584E7	30.0
3.585E7	23.0
3.586E7	28.0
3.587E7	23.0
3.588E7	27.0
3.589E7	24.0
3.59E7	26.0
3.591E7	26.0
3.592E7	26.0
3.593E7	26.0
3.594E7	24.0
3.595E7	25.0
3.596E7	24.0
3.597E7	25.0
3.598E7	28.0
3.599E7	28.0
3.6E7	32.0
3.601E7	28.0
3.602E7	24.0
3.603E7	23.0
3.604E7	27.0
3.605E7	24.0
3.606E7	25.0
3.607E7	28.0
3.608E7	24.0
3.609E7	25.0
3.61E7	25.0
3.611E7	25.0
3.612E7	27.0
3.613E7	24.0
3.614E7	28.0
3.615E7	26.0
3.616E7	28.0
3.617E7	25.0
3.618E7	25.0
3.619E7	25.0
3.62E7	24.0
3.621E7	25.0
3.622E7	25.0
3.623E7	28.0
3.624E7	28.0
3.625E7	26.0
3.626E7	25.0
3.627E7	26.0
3.628E7	23.0
3.629E7	24.0
3.63E7	27.0
3.631E7	26.0
3.632E7	24.0
3.633E7	26.0
3.634E7	26.0
3.635E7	25.0
3.636E7	25.0
3.637E7	28.0
3.638E7	25.0
3.639E7	29.0
3.64E7	27.0
3.641E7	25.0
3.642E7	24.0
3.643E7	25.0
3.644E7	24.0
3.645E7	29.0
3.646E7	27.0
3.647E7	24.0
3.648E7	24.0
3.649E7	30.0
3.65E7	28.0
3.651E7	31.0
3.652E7	24.0
3.653E7	28.0
3.654E7	26.0
3.655E7	27.0
3.656E7	24.0
3.657E7	26.0
3.658E7	24.0
3.659E7	25.0
3.66E7	26.0
3.661E7	24.0
3.662E7	25.0
3.663E7	25.0
3.664E7	28.0
3.665E7	25.0
3.666E7	27.0
3.667E7	28.0
3.668E7	27.0
3.669E7	28.0
3.67E7	25.0
3.671E7	28.0
3.672E7	26.0
3.673E7	26.0
3.674E7	26.0
3.675E7	24.0
3.676E7	29.0
3.677E7	26.0
3.678E7	26.0
3.679E7	26.0
3.68E7	24.0
3.681E7	25.0
3.682E7	27.0
3.683E7	27.0
3.684E7	27.0
3.685E7	27.0
3.686E7	25.0
3.687E7	30.0
3.688E7	31.0
3.689E7	29.0
3.69E7	26.0
3.691E7	23.0
3.692E7	26.0
3.693E7	24.0
3.694E7	28.0
3.695E7	27.0
3.696E7	25.0
3.697E7	27.0
3.698E7	24.0
3.699E7	27.0
3.7E7	24.0
3.701E7	25.0
3.702E7	23.0
3.703E7	32.0
3.704E7	25.0
3.705E7	26.0
3.706E7	25.0
3.707E7	28.0
3.708E7	26.0
3.709E7	24.0
3.71E7	28.0
3.711E7	27.0
3.712E7	26.0
3.713E7	25.0
3.714E7	25.0
3.715E7	25.0
3.716E7	25.0
3.717E7	26.0
3.718E7	24.0
3.719E7	28.0
3.72E7	27.0
3.721E7	27.0
3.722E7	25.0
3.723E7	25.0
3.724E7	28.0
3.725E7	24.0
3.726E7	28.0
3.727E7	29.0
3.728E7	25.0
3.729E7	25.0
3.73E7	25.0
3.731E7	26.0
3.732E7	24.0
3.733E7	24.0
3.734E7	28.0
3.735E7	25.0
3.736E7	24.0
3.737E7	25.0
3.738E7	24.0
3.739E7	24.0
3.74E7	25.0
3.741E7	25.0
3.742E7	27.0
3.743E7	25.0
3.744E7	24.0
3.745E7	27.0
3.746E7	24.0
3.747E7	28.0
3.748E7	25.0
3.749E7	26.0
3.75E7	26.0
3.751E7	27.0
3.752E7	26.0
3.753E7	28.0
3.754E7	27.0
3.755E7	30.0
3.756E7	29.0
3.757E7	26.0
3.758E7	26.0
3.759E7	25.0
3.76E7	26.0
3.761E7	27.0
3.762E7	25.0
3.763E7	26.0
3.764E7	27.0
3.765E7	25.0
3.766E7	33.0
3.767E7	27.0
3.768E7	25.0
3.769E7	24.0
3.77E7	23.0
3.771E7	25.0
3.772E7	27.0
3.773E7	23.0
3.774E7	23.0
3.775E7	24.0
3.776E7	27.0
3.777E7	26.0
3.778E7	26.0
3.779E7	29.0
3.78E7	27.0
3.781E7	26.0
3.782E7	34.0
3.783E7	28.0
3.784E7	28.0
3.785E7	27.0
3.786E7	25.0
3.787E7	25.0
3.788E7	23.0
3.789E7	24.0
3.79E7	23.0
